,time,band,flux,fluxerr,zp,zpsys,field,ccd,comment
0,58667.44584489986,ztfg,1887.2506369905027,22.20205001647489,26.0043372265086,ab,503,39,
1,58667.478159700055,ztfr,1922.4946234796485,40.05727284216722,26.1576291137789,ab,503,39,
2,58670.45467589982,ztfg,2926.7321490061067,24.86510663629056,26.040479971515,ab,503,39,
3,58670.476666700095,ztfr,2720.1969367308557,26.19699251593137,26.1450549006136,ab,503,39,
4,58673.47243059985,ztfg,3874.718786308629,29.504349901505996,26.1361359603956,ab,503,39,
5,58676.43792819977,ztfg,3211.159173474823,26.835035181966106,25.9399211923877,ab,503,39,
6,58676.4868981,ztfr,3335.9462938389815,30.240470919129457,26.124069449056,ab,503,39,
7,58679.45157410018,ztfg,3575.0089286512903,45.488345291944675,26.1047104320985,ab,503,39,
8,58679.4529281999,ztfg,3548.0449791320343,46.85144230213048,26.1165550427481,ab,503,39,
9,58680.43372689979,ztfr,3225.0034714242693,60.69319499686995,26.1515128387691,ab,503,39,
10,58681.457013899926,ztfr,3198.328351270019,47.85145248882033,26.1769863377389,ab,503,39,
11,58681.46981480019,ztfg,3410.486484516329,54.78620651698309,26.1718817397436,ab,503,39,
12,58682.422893499956,ztfr,2932.3624101066057,40.99602420804235,26.1281008776044,ab,503,39,
13,58682.42378470022,ztfr,2938.6273906506053,43.422241015463406,26.141178232535,ab,503,39,
14,58682.46119209984,ztfg,3090.255658938805,47.81626891468319,26.1203659181509,ab,503,39,
15,58682.4620949002,ztfg,3183.289424735374,44.33553344829569,26.1221771917721,ab,503,39,
16,58683.455300900154,ztfr,2856.1543878289017,38.00663019410156,26.1578469673126,ab,503,39,
17,58683.485069400165,ztfg,3050.2461409773587,50.722593582472264,26.1820677064996,ab,503,39,
18,58684.43402779987,ztfg,2639.4097553030256,50.40183715671812,26.0734970303525,ab,503,39,
19,58684.48981480021,ztfr,2751.1439975812336,37.41814751208373,26.1933043874758,ab,503,39,
20,58685.44321760023,ztfr,2454.384572567796,33.9013055951378,26.159966494203,ab,503,39,
21,58685.44412040012,ztfr,2471.0337644101883,33.26697401842413,26.1585580424334,ab,503,39,
22,58685.48062499985,ztfg,2637.007824302575,35.082146865361906,26.1579466117161,ab,503,39,
23,58685.481527800206,ztfg,2704.186719607019,37.45697815005556,26.1788765015906,ab,503,39,
24,58686.4914119998,ztfg,2239.4375323623294,42.85431011159529,26.1115366340255,ab,503,39,
25,58691.42185189994,ztfr,1689.4836478771224,27.262860981416058,26.0927394353221,ab,503,39,
26,58691.42275460018,ztfr,1729.6714216619469,25.19488297491912,26.0899292506599,ab,503,39,
27,58691.47196759982,ztfg,1496.1014920856114,22.793818321475477,26.1114016227804,ab,503,39,
28,58691.47285880009,ztfg,1459.9595183990589,21.469846953181936,26.099274580667,ab,503,39,
29,58693.453877300024,ztfg,1220.4818412715897,17.624824159720568,26.1173764724304,ab,503,39,
30,58693.475532399956,ztfr,1774.5426581094525,22.029653773887453,26.1731617160342,ab,503,39,
31,58694.413090299815,ztfr,1703.6810507922078,22.352007237413243,26.1582502150988,ab,503,39,
32,58694.41399310017,ztfr,1715.867503950485,20.75405185805875,26.1463579963059,ab,503,39,
33,58694.47672449984,ztfg,1105.6888378937315,16.573199030660113,26.0895310880568,ab,503,39,
34,58694.477638899814,ztfg,1044.4917158335456,15.971518282813523,26.0093533220032,ab,503,39,
35,58695.45694439998,ztfg,1075.7162947462828,17.227908317049092,26.1379262675688,ab,503,39,
36,58695.46571760019,ztfr,1722.3089626683523,21.54601936455132,26.1614806390897,ab,503,39,
37,58696.44440970011,ztfg,939.4996922366947,16.08585176579044,26.1208998705509,ab,503,39,
38,58696.466006900184,ztfr,1714.9836256565911,20.49437095165487,26.1815107875027,ab,503,39,
39,58697.4216781999,ztfr,1649.1670503257342,24.604784582286126,26.1441809022897,ab,503,39,
40,58697.42348380014,ztfr,1644.7885605704635,21.39710953315433,26.1339476150467,ab,503,39,
41,58697.46297449991,ztfg,885.8835910276856,17.200317749328832,26.1616521066483,ab,503,39,
42,58697.46388889989,ztfg,905.749577383823,16.18821784311977,26.1446335286013,ab,503,39,
43,58697.48586810008,ztfg,920.5917317961031,16.382123290923605,26.188112987572,ab,1549,7,
44,58698.452430599835,ztfg,825.0732529772421,15.43485363437016,26.144431687496,ab,503,39,
45,58699.47590279998,ztfg,734.2899374940964,14.99125112480295,26.1348074091695,ab,503,39,
46,58699.484259299934,ztfr,1588.0726819160313,19.91820963911541,26.1486448955589,ab,503,39,
47,58700.44018519996,ztfr,1513.2236593511445,19.452474445984997,26.1496457011999,ab,503,39,
48,58700.45563660003,ztfr,1543.525736964818,20.122628560126863,26.1613949632485,ab,503,39,
49,58700.48431710014,ztfg,710.5372777169265,14.443579742602813,26.1565570125464,ab,503,39,
50,58700.48521990003,ztfg,700.7320040604745,14.379283236452839,26.1436389223286,ab,503,39,
51,58700.48703699978,ztfg,709.2770730433691,15.898848228728209,26.1955495578628,ab,1549,7,
52,58700.501643499825,ztfg,710.7631076733592,24.106239280052858,26.183033988186,ab,1549,7,
53,58701.452384300064,ztfg,621.3954742425632,14.176132115445851,26.0859047105734,ab,503,39,
54,58701.49844910018,ztfr,1110.2762754153655,20.138188273126772,25.8304761582416,ab,503,39,
55,58703.43988429988,ztfr,1390.0762722094169,19.94481176485558,26.1352916474575,ab,503,39,
56,58703.440787000116,ztfr,1403.3825239258565,19.462396576893,26.1400311603608,ab,503,39,
57,58703.495231499895,ztfg,555.8359414237709,17.860375874113938,26.1419573711031,ab,503,39,
58,58703.49703700002,ztfg,551.3087397468385,21.897904809103554,26.156727475648,ab,503,39,
59,58704.44033560017,ztfg,528.0106684066457,24.927923747174706,26.1605107708005,ab,503,39,
60,58704.482476899866,ztfr,1385.5398200965924,21.402357955900232,26.1917183868951,ab,503,39,
61,58705.461041700095,ztfr,1294.9352820588476,19.862159729540153,26.186160422659,ab,503,39,
62,58705.49760420015,ztfg,524.269679352803,16.336753081504156,26.1701936721004,ab,503,39,
63,58706.462534700055,ztfg,463.6554121618295,13.988058873021133,26.2099812298988,ab,503,39,
64,58706.463437499944,ztfg,462.36101297127016,14.569856382239804,26.1717748792998,ab,503,39,
65,58706.48268519994,ztfr,1265.0949318336416,18.515735417016092,26.2241318109047,ab,503,39,
66,58706.48358799983,ztfr,1336.016356534706,23.405522079215665,26.2464056682527,ab,503,39,
67,58707.41842589993,ztfg,431.09009064627134,22.810052661054204,26.14582695949,ab,503,39,
68,58707.49998839991,ztfr,1143.1802483886593,20.04554895297331,26.1961106917144,ab,503,39,
69,58709.39879629994,ztfr,981.9220468270155,30.23692938022052,26.1538293226689,ab,503,39,
70,58709.39969909983,ztfr,1026.2668658833702,28.702304242566157,26.1632725625874,ab,503,39,
71,58709.49856479978,ztfg,468.0733632851457,26.65925154074634,26.1811058084586,ab,503,39,
72,58709.500393500086,ztfg,367.4096920529494,24.213395183949277,26.2131904010979,ab,503,39,
73,58710.407048599795,ztfr,888.8919172993985,33.72065166791414,26.1129570792618,ab,1549,7,
74,58710.407500000205,ztfr,864.7537276187695,34.30595245435194,26.1048920473464,ab,1549,7,
75,58710.423402800225,ztfr,971.4508933044937,33.9453772248139,26.1951111329482,ab,503,39,
76,58711.42770829983,ztfr,892.1844009777737,31.685952236704843,26.1750218563609,ab,503,39,
77,58711.50331019983,ztfg,499.17975324497104,42.865753253238175,26.1999486061144,ab,503,39,
78,58712.42194439983,ztfr,889.3307323742168,36.55674813087527,26.1854797550097,ab,503,39,
79,58712.422847200185,ztfr,830.1394177218125,46.7431870024425,26.1861665752538,ab,503,39,
80,58713.39839120023,ztfr,780.2370797651563,39.47474649522284,26.1230840454928,ab,503,39,
81,58714.458784699906,ztfr,838.7181805584912,31.768822133587456,26.1901388318658,ab,503,39,
82,58714.46269680001,ztfg,348.91754951752887,48.91577744607652,26.1494535484971,ab,503,39,
83,58718.439930600114,ztfg,275.3069185603486,23.586568253375358,26.1622807153851,ab,503,39,
84,58718.46219909983,ztfr,705.0823400407545,45.95850415382448,26.2434080644381,ab,503,39,
85,58721.42298609996,ztfg,4.36933714163963,21.027458693111104,22.3927540647223,ab,503,39,
86,58721.466261600144,ztfr,50.52468606130721,23.951877968041526,23.0705625793838,ab,1549,7,
87,58721.46671300009,ztfr,33.75304676628838,21.096469851122624,22.6732928277138,ab,1549,7,
88,58722.47804399999,ztfg,262.31825890964166,12.16373063434814,26.1929883696011,ab,1549,7,
89,58722.47849539993,ztfg,265.6481454953662,12.855800356558685,26.2124978237462,ab,1549,7,
90,58723.457013899926,ztfg,274.64137440149347,12.463656566407595,26.2023058583289,ab,1549,7,
91,58723.45746529987,ztfg,265.46256116760765,11.143488244859695,26.1977575235592,ab,1549,7,
92,58724.439710599836,ztfg,248.0406527635235,12.06393636212015,26.1561627234304,ab,503,39,
93,58724.48275459977,ztfr,517.704713324406,17.16983577523247,26.1673740664724,ab,503,39,
94,58725.452106500044,ztfg,251.40300884855708,12.299829791930716,26.2089649134242,ab,1549,7,
95,58725.45255789999,ztfg,257.17603855022304,14.631167407668475,26.2314562356437,ab,1549,7,
96,58726.44475689996,ztfg,249.0285581986713,12.756032295219569,26.1976502638593,ab,1549,7,
97,58726.445208299905,ztfg,268.1762438632271,13.952197248914032,26.2116136786155,ab,1549,7,
98,58727.43482640013,ztfg,235.71713135531195,14.032824015875597,26.1761515175366,ab,1549,7,
99,58727.435277800076,ztfg,244.1972439301356,13.317540105035656,26.1746611009921,ab,1549,7,
100,58727.439675900154,ztfg,223.06640588935352,13.677417634385277,26.1363410823197,ab,503,39,
101,58727.48256940022,ztfr,475.98574199426287,18.56107782340366,26.1770688707494,ab,503,39,
