,idx_orig,z,ra,dec
0,3,0.07281128891330613,64.96715005878859,84.93084885328011
1,9,0.10932338002306413,70.976609988227,55.66039409051153
2,10,0.073112563909098,296.732767630004,39.03586537140848
3,15,0.08163018718411576,213.7496033662569,24.720068957674997
4,16,0.1370180165098952,192.73828663205393,20.475963584907564
5,17,0.10983968000006426,61.3004955161989,8.719889492999618
6,18,0.13507150940078563,16.12792799314043,20.33775800237895
7,20,0.1032914986150528,350.8237015654447,-14.201211412550785
8,21,0.054741364969033854,315.52833869321177,-27.852669365922985
9,23,0.1308348444057147,195.49109404391984,23.62118492888558
10,25,0.1306047879082825,137.79349785239154,28.424203651782037
11,26,0.11366783461992652,353.2830394825605,18.819784438239477
12,28,0.1175131486377582,16.395035894753303,3.4677812086770023
13,29,0.07001566927504081,352.6435050115724,13.935663601002796
14,30,0.12152408679406798,125.0121876857929,21.892113016768793
15,31,0.11641807570566146,117.84710549957745,3.143481349199597
16,32,0.13776254745957717,224.1453372235725,40.18673364544197
17,34,0.1483739724968853,206.16556905319536,2.423314321194436
18,37,0.1227660456340865,287.8420207073002,60.987540896526916
19,40,0.12461511950386774,181.35502887126302,-16.266121226434112
20,44,0.10306306380353737,277.85092989941444,8.173597127325554
21,45,0.09691967793551959,104.34466583680123,49.39441848831728
22,46,0.09309152376541714,46.263345405371105,38.35513657078672
23,49,0.12935396189701298,86.03882205707392,50.96166003880604
24,51,0.0940211164415658,126.29124931638243,-27.740239972117646
25,53,0.14950493754568941,245.43910862939936,-7.698556798092039
26,54,0.12855952521000674,294.1995442444417,46.43024381898461
27,55,0.022334885234288625,306.7171574382148,-18.268601446828484
28,59,0.10473031144412401,179.5707611760755,-0.45477773422811296
29,60,0.13501755590224157,129.87872943373128,20.602056232195494
30,62,0.09292652305241128,346.36088453198516,13.359300563592852
31,63,0.086791529366132,63.575429995650474,31.452315870847634
32,64,0.06931712421560757,233.07092124664433,24.73103397070556
33,66,0.05486825678573168,205.3875636709604,2.9605645635974733
34,67,0.14798557154020248,9.95820842747133,34.68602195073624
35,68,0.09747145058604251,221.84959981145724,-4.02956589576443
36,71,0.0549701080433134,233.88523700956256,72.11105678288665
