,Unnamed: 0,idx_orig,z,ra,dec,spec_selection
2,2,5,0.0784868649332132,345.976794166711,41.0159252935514,1
6,6,9,0.1222384930109284,216.8435233504297,-20.62629640905057,1
8,8,13,0.0221205910585545,324.3993036619322,7.290678134706098,1
14,14,19,0.0457157022429013,68.61878762941163,4.469596102368536,1
22,22,33,0.0450330057760855,333.34027214800847,-9.122642158914182,1
23,23,35,0.0549236405566283,196.71784357928053,-12.253970562031553,1
25,25,39,0.068944471834822,1.30780478041308,16.54709211599594,1
29,29,50,0.116250240426793,248.63947548883496,79.81777469116653,1
39,39,74,0.0462528429801379,153.1565088892741,-19.575523113580488,1
40,40,76,0.0923251892515036,355.48228587298235,3.496327519142982,1
44,44,81,0.0437520694971213,215.62632088571965,15.495986441714376,1
47,47,85,0.0933424359309367,69.98808459311043,-16.550275942444326,1
48,48,86,0.0873529671134046,238.7275575592604,34.643095816707486,1
59,59,103,0.0737505419301352,59.20379595270215,-7.182841169048452,1
60,60,105,0.0672153724987974,189.50337332710845,64.11844013014495,1
65,65,114,0.1268831795201671,298.29988188345993,-11.402236785201724,1
66,66,116,0.1480125801610085,171.21422138385935,39.40248218922572,1
67,67,119,0.0632860999658571,203.47349535074943,73.53879902730843,1
69,69,124,0.0539475345135496,45.34268848179961,38.150357474075456,1
71,71,127,0.0860847967194544,218.3339547671804,19.342194136567255,1
72,72,128,0.0296372538102023,121.6408078392014,38.10912708146965,1
84,84,158,0.0853245118100367,170.03941646769715,70.57388401040076,1
86,86,161,0.0708040216810094,309.0496066161834,-9.744739851877638,1
87,87,162,0.0886661631914395,14.680421931899946,-26.36615141103212,1
94,94,175,0.044117603712514,341.4244864172844,73.9132169470182,1
102,102,190,0.0856612069913864,82.21254323446091,51.81004915773679,1
109,109,202,0.111286566877008,161.83357998498997,37.150335116747456,1
115,115,211,0.0978414139729339,211.25830936014225,-8.081838200009999,1
120,120,229,0.0777416633021554,149.06246023891126,58.965807018834205,1
121,121,231,0.1306868038596115,332.2630094269997,-4.147045099383908,1
124,124,243,0.0934316081459691,355.7689988322272,9.1426832890398,1
125,125,244,0.0617857218855453,140.95016615667888,14.27415348003973,1
127,127,250,0.0784055671569604,336.82679850164817,18.822624508137547,1
136,136,267,0.1467682789325791,44.62522806499811,-1.5557403097837617,1
152,152,297,0.1400190172491454,36.27856709221464,44.63443708577678,1
156,156,303,0.0326200358895669,343.06888258670205,32.5347296559963,1
158,158,309,0.0601957380918928,196.80590308330736,75.94495494615246,1
163,163,320,0.0652862319793472,159.05615934365096,-9.438023587284144,1
168,168,327,0.0588402257264351,304.64456939864067,6.158820429300593,1
170,170,330,0.0794111206230334,197.12965913751563,24.717509394583004,1
172,172,336,0.0831264293418489,205.409566393758,45.03652192879195,1
178,178,347,0.038279734019101,146.951362660161,56.59283650033665,1
180,180,350,0.06438727562655,187.0434314870972,37.07089974393724,1
181,181,353,0.0622899501746637,202.09164283620805,56.451594175436085,1
183,183,355,0.1339185205414647,36.54286783255736,-5.198454121717141,1
187,187,364,0.0524440104041147,255.0365990861678,16.255666569760436,1
190,190,368,0.0996259727921091,136.67830428154312,30.40618769082636,1
194,194,379,0.0796753983644392,222.87251618048,-17.932738501099635,1
195,195,381,0.0897766778943922,183.93708397594705,2.705355771627411,1
198,198,385,0.0438183586398782,116.03166627965152,42.03790707518923,1
201,201,393,0.0280713713823896,24.37931553740832,21.155208228081698,1
211,211,410,0.0617082898543123,195.78179321634383,72.68356138439678,1
217,217,418,0.1426491430760801,19.865118370617196,-9.422945726251712,1
223,223,434,0.0399066098125273,261.1626477917164,17.57633732500232,1
