,Unnamed: 0,idx_orig,z,ra,dec,spec_selection
10,10,24,0.0613139305765685,151.3163100827958,8.452451735323987,1
18,18,39,0.0677705687716147,34.86283567674454,15.015130864983073,1
22,22,47,0.0244263759556837,23.40008147820441,-2.098947821335264,1
26,26,63,0.1384009474567961,102.11574160307502,76.98987479033184,1
28,28,66,0.0624775033155295,214.40495510293832,12.314879749012237,1
36,36,81,0.0952722011804731,196.02266642682804,1.0014043029535158,1
46,46,95,0.0776652054961566,205.61062101954275,0.6701130725854972,1
50,50,105,0.0444146515808846,182.5124428555923,7.871395224974354,1
51,51,108,0.0355968257239818,172.94861025650133,16.438182199367564,1
61,61,133,0.0965063880080148,164.0889577441613,13.260246722657492,1
65,65,141,0.113619736840537,145.35104977815388,46.84404646571388,1
66,66,143,0.0753982652691892,148.74459129281993,58.24377001026913,1
68,68,148,0.0753988658132513,322.34191087167534,-18.779542558869498,1
71,71,154,0.066011271176689,94.60103542531417,37.71514656510372,1
73,73,161,0.0926512168883507,348.8385442598007,24.364287046158708,1
78,78,168,0.040196105624055,201.5621063063145,55.175911479175205,1
80,80,170,0.0844885334204586,128.09397210760682,-22.73353347095808,1
82,82,174,0.0837337805157264,318.31384424937335,6.857405153439832,1
85,85,177,0.0720648036738065,206.10828789322343,55.23324280750221,1
86,86,180,0.0769728723847561,174.9785889715231,45.39659057955443,1
88,88,182,0.0722066639847312,233.15449762109935,55.86071088114692,1
93,93,189,0.0373852414711327,325.05680213439246,23.2619507571984,1
94,94,191,0.0772522118991805,146.54655180490587,53.26197516734945,1
98,98,199,0.0876861089635435,176.0749038525693,0.1789801077582533,1
116,116,232,0.0275350163155474,97.3025878968801,47.90671585013372,1
117,117,236,0.0219302452715624,34.78483040594814,58.296520865400346,1
118,118,238,0.1007526674778273,354.5779076142616,-2.5238697382737647,1
124,124,248,0.0673174928664773,176.6402632085569,-23.06515385772182,1
125,125,253,0.0376232890372039,344.85271182794446,-11.901455869939689,1
133,133,270,0.1450373702329808,254.12431046012088,44.59800736928516,1
137,137,279,0.0678931382052226,135.49285680548738,-14.922115817547104,1
143,143,293,0.1095112760683694,97.15156507019633,52.06636587194394,1
144,144,294,0.0865667496946047,171.2558168933862,-7.755327865208282,1
145,145,296,0.1178997069704703,171.1099160927791,38.93743831814344,1
150,150,303,0.1413179064503715,115.34632650685792,50.298377069854894,1
152,152,307,0.0805201329645513,138.89144461449558,-1.3695518666863284,1
153,153,308,0.0477223005258498,74.76942245115943,-8.893638184206585,1
160,160,323,0.0531866782452153,308.6785724544466,-16.75187376949208,1
162,162,327,0.0712246650760262,152.2299386847674,44.39281238289241,1
165,165,333,0.0964371802699203,185.4553640132848,14.167391072786732,1
167,167,337,0.0330701043607344,344.0755126807865,32.0905293449948,1
168,168,338,0.0985872220003982,170.25294589743095,10.505684254486749,1
171,171,346,0.0451694398901768,158.17268987731708,10.86040725601405,1
176,176,362,0.1329913229731971,100.10666376279468,17.20440626406658,1
178,178,365,0.0353444254813625,326.0773895103379,62.51236527043429,1
187,187,380,0.1494875494943112,355.2744108630718,18.67957609278301,1
191,191,385,0.13281979132066,244.17978825023468,30.72573487554589,1
192,192,386,0.0312115331219366,132.43909679858493,18.63442457967702,1
201,201,401,0.0662898469405009,44.79083958893887,29.854879354599053,1
202,202,402,0.096560571436299,348.7591319961495,26.34035853195159,1
206,206,409,0.0992610682338251,148.89017760753308,-14.367582058612658,1
208,208,411,0.1132855534203093,186.1157562054034,58.10437317861705,1
217,217,429,0.060627067801422,139.24947733268016,9.284072639668013,1
218,218,430,0.0319870642274333,132.23195533948285,18.000283524356774,1
219,219,432,0.0727343794119269,202.27906036949852,50.63825432245331,1
229,229,451,0.0398237543090994,223.2617300706664,0.5132758146889468,1
230,230,453,0.1301911109267984,138.20960608539872,33.00063576202173,1
235,235,463,0.1354922643630059,320.7192467669915,-0.1677229479727503,1
236,236,465,0.085722494075375,193.90879885426875,52.1957501832584,1
254,254,499,0.0662200243362472,331.52973910565714,3.3261547184893705,1
258,258,503,0.1115838411416793,173.68232924474137,-3.488043333006248,1
264,264,512,0.1418865002575497,238.6479456090912,69.29049280656275,1
265,265,513,0.0530476979132906,224.68608004240184,30.64995444619672,1
268,268,517,0.0181038232285364,250.20523363953296,-1.5757367998020786,1
278,278,534,0.1424804757423463,66.40796815103602,8.643573673082052,1
279,279,538,0.0340192386412112,147.0016774869806,22.94271761650051,1
283,283,545,0.082835219112803,169.46102740729893,22.05463868742536,1
286,286,550,0.0838376408507028,52.19849221946318,-14.664654018393287,1
287,287,555,0.0997950569800057,223.96865752145445,44.27748138942121,1
288,288,556,0.0512500373749641,149.54989577323187,1.913724843059368,1
289,289,557,0.0841597936533315,344.59302176072003,14.541309954768082,1
290,290,558,0.0724949835471879,17.78274358440372,-25.148466680991277,1
294,294,565,0.121162923709236,145.3044911132434,52.11994971937403,1
298,298,569,0.1047635212476017,171.2623567424857,64.6735379698478,1
304,304,581,0.14781702303405,187.12766148792716,60.82073619132616,1
305,305,582,0.0612947587817197,294.3478622454453,2.5367468214747246,1
311,311,590,0.055050746384625,48.54556774372392,-7.820967404789114,1
330,330,622,0.015302853226127,345.8020805154285,16.360827808383544,1
332,332,624,0.0839156147335535,239.287464019906,-12.200794079011091,1
340,340,642,0.0516411435037147,22.24206044836326,52.29251810859418,1
342,342,647,0.1483689030677923,136.22792294825538,9.541516716199125,1
344,344,650,0.1221455779683034,313.4676892575743,8.438370441966974,1
350,350,660,0.0865229293796242,127.88585211723957,-11.445444800363386,1
351,351,661,0.0228424094847219,120.58616387514662,-0.186255956182288,1
352,352,663,0.13991408192879,5.728868850818447,-12.25537645420993,1
353,353,666,0.0898107042514926,26.38411244560777,23.085213927992385,1
358,358,671,0.1477112676487857,36.26364341502678,-5.794766379169277,1
360,360,674,0.1206279358983929,38.60579758889776,14.662409683838089,1
361,361,675,0.0511115323884503,177.80040036364758,53.85005995830274,1
367,367,686,0.0288262907190839,166.34712211958524,-23.741200354039165,1
370,370,692,0.1078498165496042,45.15995851530745,-2.247411526428675,1
371,371,694,0.0690728891802613,251.0328392758107,38.31516798713972,1
372,372,697,0.0674073468844774,322.77735846930653,14.008845205743931,1
379,379,711,0.1215830024780025,202.24181328621327,53.24018228073757,1
380,380,715,0.0713112010146933,175.27591001848526,23.130119988760352,1
381,381,716,0.1065638453905299,280.44683246644706,-27.76103229370753,1
387,387,726,0.0522184240070257,238.08253004588775,11.98250997730943,1
391,391,735,0.0556320722781634,41.03141715579197,-6.4785899608269935,1
393,393,737,0.1303500328894575,253.09490629705755,39.88158696460897,1
395,395,743,0.1003605949691978,184.16082389462156,46.47918161202288,1
398,398,746,0.0537611849596754,195.49953141979967,27.586592561744546,1
410,410,763,0.042765268805029,144.02588893652864,37.6980457309737,1
416,416,774,0.0683222395854507,167.75403216106164,76.42932096192737,1
418,418,778,0.0667622550761944,55.01702286993658,-0.1311454217017643,1
420,420,787,0.091082854768935,59.11811587540983,-14.131339362230898,1
422,422,792,0.1499513785391175,107.99756164120366,36.97176871133536,1
427,427,799,0.0650399232173254,337.3492350460884,47.12716888196734,1
433,433,812,0.0914928088415946,196.3703517757817,57.74008186199642,1
434,434,817,0.0485509830159884,192.278307853916,31.9257556520716,1
436,436,819,0.0868206206572798,138.45226033568025,-25.864539144628065,1
438,438,823,0.0620147701937198,354.11979083956146,14.020860598359462,1
452,452,849,0.0788069266504602,145.49221758071107,82.48395041648878,1
454,454,856,0.0604415723280348,201.56553665389345,54.580649430687245,1
455,455,857,0.0473394901896905,200.0041872038938,50.64090248267263,1
461,461,864,0.0783690445028136,16.331297726388577,21.186259161837206,1
462,462,865,0.0592729282693727,5.609980772554346,36.50699171085781,1
464,464,867,0.0904221796229859,358.3938599805294,16.832440150696385,1
468,468,876,0.0718989020902287,227.32178824821955,43.48841938170018,1
472,472,883,0.0878248651805361,282.75194810247655,59.31141178249121,1
478,478,893,0.041201136162594,323.74149082770214,5.079316543154503,1
482,482,903,0.0652384396241067,128.5214731368603,-5.7397793156336,1
487,487,913,0.0134547430596176,25.43815687307076,-5.541388901909066,1
496,496,935,0.0205946483864764,288.1710053266579,20.07738767650006,1
499,499,943,0.0532439876606194,323.7492778422091,1.6852616918433885,1
500,500,945,0.0947452561114799,19.401227378531523,-0.923210620756272,1
509,509,959,0.1144909620970293,27.836345256441422,49.28586467665743,1
510,510,961,0.0543464742162642,191.87311043913527,29.445649876235144,1
511,511,962,0.1359633202545974,222.29880678543083,11.602559080638532,1
520,520,978,0.0788639880875136,312.5597408622916,-22.47270938051042,1
524,524,986,0.1197728206516674,129.35796872411552,-3.036868815437206,1
526,526,990,0.0794338400183468,216.06103646545375,52.8835475807975,1
532,532,1005,0.0782671195645096,132.67121103013986,54.89581868433907,1
534,534,1007,0.0895927464540592,137.6276956781174,-10.646803860662954,1
536,536,1009,0.0469785855503449,124.5243321138395,-17.95803019747271,1
537,537,1016,0.013763002893021,232.1050693581164,38.699099711842216,1
545,545,1026,0.0910853903212603,317.5525861888244,-13.73023892598505,1
547,547,1028,0.1067029761048246,163.3910710372842,7.572632517989432,1
549,549,1034,0.0578110757813126,29.58251841520532,-23.017261607941386,1
550,550,1035,0.1254499577319675,136.67877587910567,17.039675068308267,1
551,551,1037,0.095134224049418,11.102179582270844,48.86885914989515,1
556,556,1045,0.1322694637786261,321.0653368379608,18.663924460862717,1
560,560,1049,0.0478978885388751,295.3250576968956,-20.647794844201368,1
561,561,1050,0.0682613634565689,211.42804360765984,17.182874774022803,1
566,566,1061,0.0994506440902607,26.302999231183364,13.7967121448519,1
567,567,1063,0.0594695934784636,220.4587310355545,14.49895548304601,1
577,577,1080,0.0622432418000199,160.43252564598097,58.810159913634585,1
583,583,1090,0.1129789250006075,220.73087786665045,26.623916950178774,1
586,586,1102,0.1238373353420506,27.367069993049867,20.39218856909482,1
588,588,1104,0.1293091234383273,269.7041125321253,61.04116890708706,1
590,590,1113,0.0488932910148869,10.904690891382677,39.65193574164982,1
599,599,1131,0.1247894559376994,174.69192681967417,-5.729437846922686,1
606,606,1143,0.0709924805607278,43.400883485654745,14.491953515256586,1
608,608,1148,0.1213378304986312,358.9315844300547,-14.256662391834563,1
613,613,1156,0.1053907677289469,132.96213152046073,23.62683278398269,1
615,615,1159,0.1087205793447795,163.67255813275,7.166721622231838,1
619,619,1166,0.1267545669289058,225.15058832628532,46.11679493430112,1
620,620,1167,0.046965567772343,132.8949397607967,49.3303415562436,1
625,625,1177,0.0561323426086891,265.56169371587964,15.316845690585192,1
630,630,1182,0.0866819028863633,273.2799622525288,46.28711395531961,1
632,632,1187,0.0826925897351346,256.5755818945617,22.27172769977481,1
635,635,1190,0.0270258799307576,91.7766902811837,33.11128879523493,1
637,637,1192,0.0600889532141854,70.31388717254251,-20.99853233935012,1
642,642,1198,0.0586321356855588,177.27039431013057,33.75637828081397,1
646,646,1204,0.0510210440538152,142.131298608067,45.49187472379956,1
651,651,1214,0.060675609589675,13.985702898052374,6.737568108127861,1
655,655,1222,0.1066381119011397,188.7261144571473,41.31860335412262,1
660,660,1231,0.1311045667388494,353.63158535772794,38.32318717294228,1
664,664,1238,0.0260827415875666,330.3507105257503,31.95225003745593,1
665,665,1239,0.0662440372535467,136.16289503672954,71.40179764544146,1
676,676,1256,0.0767554842172901,188.76310090125463,63.00393967626671,1
677,677,1257,0.0444168407742495,68.52783626310215,-2.441555791169193,1
680,680,1263,0.1132904215352272,354.00122075543595,23.66371629297889,1
682,682,1268,0.1298807002845325,220.5018477947364,36.46965605737604,1
683,683,1271,0.0289436234259891,222.23648333672995,62.89126208102447,1
684,684,1275,0.0594632988377844,210.85720507292652,41.89882438066371,1
700,700,1314,0.0837520424757859,53.22795684577008,-27.552537981536496,1
710,710,1331,0.0854826898353114,309.10981334788505,-11.894933459653046,1
711,711,1332,0.0791661260532718,295.2237740757819,49.95559742468407,1
717,717,1341,0.068436554259238,30.733713784622708,46.11142007476276,1
