,idx_orig,z,ra,dec
0,0,0.08568347611401228,131.59089953279653,8.863227100237262
1,2,0.08396330161873082,344.67934135823924,-8.399869164621363
2,5,0.09170304249651196,196.21662206323455,-25.28567498019878
3,7,0.08499954706747637,298.96024713347595,-14.678567763664901
4,9,0.14561571248504956,349.55219650076185,37.94240301097189
5,11,0.06943871213872567,164.8817375152032,37.487323799496735
6,13,0.05724678925071655,97.11983121880795,-12.910527568557141
7,15,0.12430987257230089,280.50071710648194,16.868708540377085
8,16,0.11925214333543525,285.4354897659419,-22.83638247698005
9,17,0.0679379013827501,126.3814732584018,-2.2575614941806954
10,23,0.056876264582732844,77.72952667812075,60.989900519680276
11,25,0.1265803879220926,285.3950502247626,64.44867955840549
12,26,0.10822109385729194,198.69613659414432,9.424765071193043
13,27,0.12113600880342354,8.747477000700128,15.382425552634082
14,28,0.12746956231079454,338.11941017619864,50.1526537020621
15,29,0.12811875114559537,273.54512336318254,21.310382734310867
16,30,0.10221140209667302,306.12225780286497,13.854059809321159
17,31,0.1333071205996153,70.20971507432616,-25.93565139129973
18,33,0.13663811863977432,195.8087959364241,1.949336478986631
19,35,0.06471116720463471,57.20749032829228,49.71301699289204
20,36,0.146300152439096,108.30268763852035,8.797417469968918
21,38,0.12963844012035017,118.68083576031835,1.9238467726714148
22,39,0.13470741462768943,315.1628712592983,2.849616369693297
23,42,0.06657099123851844,38.424019997228996,6.093619736976207
24,44,0.1489816692177956,32.718191314302,49.94396800867324
25,45,0.11410946217526977,258.75398476312125,16.128204705143514
26,46,0.09345183433529129,299.56317443307455,18.37327565451709
27,47,0.10630222193231686,144.83532295510886,72.23415831211146
28,48,0.0823892512188717,235.68668852134877,8.343637930309852
29,49,0.10757324707998499,220.60784266153837,-22.4400872724641
30,51,0.04959604821545195,318.9610579191505,15.62726397636188
31,52,0.13591881197175218,257.6613280217698,12.4365496843227
32,53,0.10367280942218854,4.375274829070506,41.69214046265478
33,54,0.11889924439744504,280.4478302240484,-23.175303543720908
34,55,0.14319557408374542,150.63532881262682,-9.583236764693714
35,56,0.09444700315450129,357.4280685736512,24.593471825132642
36,60,0.14221160730310914,110.07304561646433,39.37604364845468
37,62,0.06809227338421367,36.90534122769894,5.810559851777162
38,68,0.1156848746694924,224.59209281448682,-6.1328831228172245
39,69,0.08412392678006436,93.60339528329392,6.237037676111534
40,71,0.1046232950324264,300.4417881641405,9.500958315023802
41,76,0.051958181370274414,15.329247612578785,20.378930614169008
42,77,0.07196945010342062,204.27706403308517,6.344051195852841
43,78,0.14587334622408424,257.58117761506753,1.5841711040552338
44,80,0.11980974363350014,303.58686713317616,9.689518656239606
45,81,0.13046728864587662,124.50260596187668,48.12745961759382
46,82,0.08334224344977936,222.96309072253442,-23.10423756802865
47,83,0.11728408153451222,167.11188829928702,53.4191111547566
48,84,0.09864178990719612,284.74320384599105,20.33692897001235
49,85,0.041190357618356606,323.09324025329533,30.572964906889116
50,88,0.11958785026640906,262.29228049067194,38.874394464425066
51,90,0.10970126392388338,86.53537589654972,68.36176820305342
52,91,0.02568970524276076,145.96891322048165,-20.21771910925003
53,93,0.11815864020028932,354.11973809990656,47.13745358109544
54,96,0.14478322371930236,136.86951257473646,41.07064243117083
55,100,0.06813056353684621,309.14927669330024,49.207346475746675
56,103,0.14634776564436225,271.56090188453993,34.85071500376934
57,107,0.12527062480844586,274.15990319680475,8.36158390079175
58,109,0.11052769335259449,200.64853834473365,69.74201743851287
59,111,0.06807816829999604,59.384461765022166,-2.7943314481266817
60,112,0.06683852020512657,103.40845677792947,22.524243774435032
61,114,0.12411315076582743,198.17471661065454,15.889703062870762
62,117,0.0914416437081334,197.69129816428764,39.15021765111296
63,123,0.13792895279668144,166.67725870878877,40.25934440064813
64,124,0.13106756520337678,115.15118135227958,47.44912266103998
65,129,0.13410944486921636,192.0383710410925,-16.06309865113418
66,130,0.12899948671423817,229.91033257218015,69.22813846414653
67,131,0.08451895481387149,220.8340850575604,19.840287680866226
68,133,0.12264544440965877,3.7683496723166465,11.877533189582373
69,134,0.10385512360225455,316.55371087810045,35.31708309186165
70,135,0.04178081095562915,105.44315758913524,2.2707232070937295
71,138,0.10084110011723398,80.7789577210566,13.59297711633465
72,140,0.07315222771687653,243.5408460675228,29.575440865215096
73,142,0.10383265339919566,82.67055126175687,52.910021824294205
74,143,0.12966205803979378,0.14835011024136868,-21.264010923363553
75,145,0.10506323990983961,322.61951206821203,3.4594380868605414
76,146,0.07743783135510802,241.9488705334743,-14.5969579822411
77,147,0.14325763853112797,351.5074804251348,26.550410270599276
78,148,0.10683970670381118,212.25268809232077,4.429500400270774
79,149,0.13011140944438443,256.09237656559293,-20.4400219342833
80,150,0.1427720094777498,72.06560452245718,8.06225514562146
81,151,0.1248067056955143,252.77710324212677,72.98600291768533
82,152,0.09243730967438644,266.9744543685327,43.178532055807594
83,154,0.09431983895532577,33.584152675447235,30.07744148187247
84,155,0.13253510377395764,226.12639791305418,8.422451270226922
85,158,0.05793187877400348,305.52372059443115,3.791519002764733
86,161,0.1158519409425291,15.837513744322278,48.63612012062554
87,164,0.08807901499271754,317.74856257018774,43.531146878403284
88,165,0.1318467317185984,262.3811187050323,19.247946925842864
89,167,0.12231822291726346,307.72712017955314,6.764029991742295
90,168,0.10189026093892253,189.01165291332114,3.724690038334187
91,170,0.09273886497345536,19.951312767379083,-26.98426203588642
92,171,0.10218923327839623,179.24958971248276,-1.6123276456684283
93,172,0.11668075132749135,138.83941208309662,12.528350066569153
94,173,0.11685343335594803,257.08582639145186,79.27677244877377
95,174,0.13881942750685158,230.52439610303136,42.65162078551136
96,176,0.09684411674154511,273.65599606978344,15.100633834641577
97,177,0.06306844717587153,129.328569549314,64.75594044048228
98,178,0.13339196711515094,236.18639736999688,22.859869580741833
99,179,0.10293865735305538,107.43659054984965,26.90534175967158
100,182,0.08729553354656243,179.1444028685102,61.45219114813564
101,183,0.08086301600031377,248.96077897144468,36.851031461638854
102,185,0.07341080423709462,214.5848459626134,18.00352333046205
103,186,0.12953600816311533,247.62730050759444,57.454839892275444
104,188,0.07180645150160851,200.31408023313213,8.282339417678672
105,190,0.0693000706350236,86.80190835919149,-10.594837116387831
106,191,0.09724119159680139,155.5075614708731,-17.660620509060514
107,196,0.09180751237479018,62.32099825309567,12.612040609168933
108,199,0.11522036865558877,105.71812509295604,49.409726678504654
109,200,0.0921940156799064,215.18451418072095,23.141435289670827
110,201,0.10838678316054172,3.1448879755300796,43.8295093046674
111,202,0.10358181260525955,252.38962950379837,-19.740282934743366
112,205,0.0729902910086879,290.53440433407883,8.161976989458893
113,206,0.10174999029403538,153.09762105529887,41.56276972839024
114,207,0.1330796531404802,138.5132135127777,-15.357777135267709
115,212,0.1371093470156552,331.76574056526897,7.9078103300357085
116,214,0.14057782661735393,212.12818773256717,-16.8411950226878
117,216,0.14507424571748984,146.75230640384746,-14.722876676525695
118,217,0.11859641519956857,37.64413609079229,51.32676482324926
119,219,0.05186627244010675,247.19844325641344,9.18553480957039
120,220,0.1453095389570238,147.94939620591904,-1.954018448331711
121,221,0.07885951740184005,218.89361443543692,-19.96172425664474
122,222,0.09546761607702373,359.6989046981235,15.380204424901228
123,223,0.12791395336876032,209.98793275584873,50.31619989842827
124,225,0.14860227922473057,60.75035524561619,-6.701499673540661
125,229,0.10480627750154252,80.18611909400572,56.53084922959936
126,230,0.11008754495797672,212.57175948430188,29.52331050836762
127,231,0.1494338828671029,175.35019500119958,54.04451761362254
128,232,0.054008172886111164,207.9959533349716,46.80014107571676
129,233,0.13565171704769344,15.137444975926591,46.10690755158115
130,234,0.09604027489540687,350.93960974540636,18.401074738304857
131,237,0.12329645102471214,218.74834851285365,7.387139471733638
132,238,0.11747137360613681,200.29736105222648,53.646093507852704
133,240,0.13683301226463326,19.047318816486612,33.0780157805615
134,241,0.07848912759428396,227.26075852040665,16.110697202877823
135,242,0.10338917190971246,235.5105179131002,7.222894209103874
136,243,0.09378598637542628,73.79929794970849,-14.07844511989806
137,245,0.10815779799481186,248.79257620151577,29.788230938614106
138,246,0.10928478023538862,302.81882412120603,73.21429338904751
139,248,0.13512484470700947,129.41120918481676,4.4551338477884075
140,250,0.04795859886532006,279.0455880168938,51.82707500553479
141,251,0.07010219518127937,295.23857007127395,35.824007661079435
142,253,0.11577954983351105,162.0740765216719,48.64675266413917
143,255,0.0797233483047196,130.21248509789314,8.712339996040285
144,257,0.0982115290822311,148.37200443817167,-18.59697266562979
145,258,0.1027407980063558,201.9232580751506,-0.6340876503351349
146,259,0.07432446559523374,77.09521604426507,-13.889132393171513
147,260,0.07920491884190967,315.2094432926974,0.826823467555715
148,264,0.10353122008971932,11.033280438540487,-20.53561587541981
149,265,0.14329452186498612,167.67024990236325,77.23726122415903
150,266,0.1375610526235198,334.2339646150668,-11.140271637433608
151,267,0.12515817906235907,126.18057716313817,32.81565069537235
152,268,0.1445900770178869,154.41662807506412,34.031571387982105
153,269,0.13086368626898043,301.7506960876673,75.13256439140622
154,271,0.12114044026178844,300.75867638294056,74.42189997187937
155,272,0.06732771465700578,142.17870402040674,4.795429685851941
156,274,0.05446823014879797,160.99636289066495,63.460031852144276
157,275,0.0446775869365105,191.354043520784,-4.110431037184907
158,276,0.1093708388793716,135.88207328636267,72.52050770821059
159,277,0.05828694750255162,209.75116623865898,68.5033632252733
160,278,0.11434718195604858,15.39041366139648,28.55055744341941
161,283,0.12204068125363382,220.8401756924527,67.80553540921824
162,286,0.06699562019629077,277.03872470431804,4.194994810975208
163,287,0.1474363300235943,216.96671213636245,64.2868700228978
164,288,0.12695993978650205,182.30667348802052,8.332184359729329
165,289,0.14162053219317644,196.0959760936453,81.99289221232165
166,292,0.12821113893432484,168.53166222525255,3.198252084613471
167,295,0.13959559980166328,205.93400543792595,-23.475448550215496
168,296,0.12075307578481924,19.72970306943642,70.81008098216041
169,297,0.10252240563488997,54.15745383650561,26.813285264824408
170,298,0.10397032254915023,285.4359218961153,23.121555177031848
171,300,0.08963784172783032,276.9889188016894,46.090314182382826
172,302,0.11970206123549494,246.6727234447893,38.4747764457891
173,303,0.1273935830996034,195.06222370483022,57.00786524525836
174,306,0.11974999865724373,286.6585531390124,30.229232694139544
175,307,0.08599601309025787,138.3762161102249,-7.474249253743422
176,308,0.14008539880673165,326.537079622089,4.090148928614082
177,309,0.09887697933794073,358.5128384591894,31.56013024354647
178,312,0.07302508590645365,273.01082442231,40.654424777881474
179,317,0.144983166438171,128.40757614642587,63.03338451419027
180,320,0.12274068109380201,139.28691174353756,9.54022184858422
181,321,0.060246176735111186,68.92636677304432,-10.58641089128742
182,323,0.13120174262350198,177.53259222490402,8.554083870496518
183,324,0.043004833803348325,229.6583017747949,14.485067497726652
184,326,0.1260728991093289,312.4680775805237,65.83452255803324
185,327,0.06933086826532786,339.8410015421224,-18.23218598921094
186,328,0.04485077314559366,139.80607315066632,10.768788547048018
187,329,0.13333837962508555,10.879435780030429,35.08234402172397
188,330,0.11563920164221833,19.247189333942917,42.65438807271633
189,333,0.0775430247632517,150.78165795258812,-16.49655777624254
190,336,0.1362061915301352,150.82592995664533,29.35924818047935
191,338,0.12761410285876956,258.2161392122218,16.727519734813022
192,339,0.0938492591001743,351.67732691647615,64.60422284848234
193,341,0.07556469890275315,283.2952032090537,39.125919741476565
194,345,0.12627397656517445,77.51852161139236,15.926197523560399
195,346,0.09451651474777542,20.057275294229875,9.605816645506367
196,347,0.08856538264126215,138.75022854986446,-13.944908114020494
197,350,0.13548067809608139,173.47155517823217,43.79466568327376
