,time,band,flux,fluxerr,zp,zpsys,field,ccd,comment
0,58305.2020370001,ztfg,-12.42902991307068,16.73359797199965,25.9863983377506,ab,847,39,
1,58305.223541699816,ztfg,-5.250165854711118,12.90136812102494,26.1140144292057,ab,847,39,
2,58305.30671299994,ztfg,-18.627601456685404,15.573489039115127,26.1983898146887,ab,847,39,
3,58305.34396990016,ztfr,-25.789574058563705,26.358205301242844,26.1997146016786,ab,847,39,
4,58305.38754629996,ztfr,31.074828920135396,32.15704930999165,26.1056154898262,ab,847,39,
5,58305.41415510001,ztfr,56.90834174934919,35.37570454285758,26.0991877559185,ab,847,39,
6,58306.183298599906,ztfr,34.33964871591901,22.50771659113277,26.0482536059411,ab,847,39,
7,58306.184212999884,ztfr,19.007391110633037,21.07661769487961,26.0369273058551,ab,847,39,
8,58306.19782410003,ztfr,-36.115097308010554,16.161959894587905,26.0586600726966,ab,847,39,
9,58306.30804400006,ztfg,-5.43651380058989,10.38118035666955,26.0180418515682,ab,847,39,
10,58306.323634299915,ztfg,-13.393868301833642,15.290086360033632,25.9984498567417,ab,847,39,
11,58306.324548599776,ztfg,17.767763089772743,16.037038511843033,26.000235441173,ab,847,39,
12,58306.348541699816,ztfg,-7.466830393103426,12.840767863111116,25.9889024978865,ab,847,39,
13,58306.39046300016,ztfr,-21.799087448712285,52.53367598091931,26.1485194885937,ab,847,39,
14,58307.1848726999,ztfr,5.799425773252689,14.624738782101122,26.1201453051606,ab,847,39,
15,58307.203125,ztfr,14.230606524423624,14.979270921359344,26.1261517000337,ab,847,39,
16,58307.21593749989,ztfg,-19.28955674208,10.364056105973605,26.1062493992897,ab,847,39,
17,58307.241793999914,ztfg,-11.285856305785307,9.508929239535464,26.0827540498864,ab,847,39,
18,58307.324780100025,ztfg,13.793367360954818,9.83364727787581,26.029211577259,ab,847,39,
19,58307.38648150023,ztfr,1.4846588171759774,14.125911537830442,26.0924662163301,ab,847,39,
20,58312.18776619993,ztfi,-2.8642445026093015,14.199002402196973,22.7980695924948,ab,847,39,
21,58312.22238430008,ztfr,-18.02694316836833,13.429447126132974,26.067570345004,ab,847,39,
22,58312.242303200066,ztfr,-31.27774999633704,26.609293302982245,26.1700083623171,ab,847,39,
23,58312.243217600044,ztfr,-16.65995745769798,25.94273449854409,26.1024643884598,ab,847,39,
24,58312.33234950015,ztfg,16.873748958580787,11.556716739858029,25.9945111824933,ab,847,39,
25,58312.33326390013,ztfg,-13.28306962432248,13.171803861851242,25.9965381486246,ab,847,39,
26,58312.36549769994,ztfg,10.141344813878892,11.825763233374872,25.5994979599136,ab,847,39,
27,58312.411018500105,ztfr,10.80651529884679,15.829872976734292,25.8961185857842,ab,847,39,
28,58314.182152799796,ztfr,-24.039979694475143,17.557760218365278,26.1285977950549,ab,847,39,
29,58314.200277800206,ztfr,6.18049048716504,17.886165107979213,26.1287180994058,ab,847,39,
30,58314.21763890004,ztfr,5.119238847244081,14.08950353056714,26.129664236386,ab,847,39,
31,58314.32453700015,ztfg,-0.6128541361551301,13.08644990661196,25.999479628539,ab,847,39,
32,58314.34207180003,ztfg,12.533275439981333,14.829219036946617,25.9952207109202,ab,847,39,
