,z,t0,x0,x1,c,mwebv,ra,dec,mwebv_sfd98,idx_orig
7407,0.13801511550408854,58544.78834964762,0.0001260920748099362,1.0737309084845865,0.16855970493655403,0.46395619930134563,117.02140212430609,-21.11421238231093,0.48592194236916264,24765
7408,0.10114280845715848,58820.41855497278,0.0003201182370192664,-0.005920448236222414,0.017887580592844902,0.02737759543574744,222.04599878478686,0.6041871166607075,0.03587061114224087,24769
7409,0.1353396036795071,58899.67691661313,0.0002598936669702386,0.6001084268306143,-0.13923249518853317,1.1187013202510814,356.9169363751989,63.65274495910674,1.1095208321144494,24771
7410,0.08676142951581407,58536.794503255645,0.0005696520553294582,-0.5171382712923068,-0.08444968424969053,0.05214252449809141,19.58025876047634,-6.9315255062528145,0.0540046382268558,24774
7411,0.13718948920735766,58232.11649899056,0.00017766266864981077,0.0263683342939789,0.038554181081879614,0.06122262700398414,1.9708449122402882,43.09881323682239,0.06750180237473571,24775
7412,0.1400117722191702,58691.6627360643,0.00017253379157377476,-0.539634002107848,0.012091956252902832,0.14960632373027324,93.10971428951648,43.346156798259756,0.14821860796281816,24777
7413,0.10362529449259034,58251.70432996971,0.00040555920589590704,-1.2086171039431666,-0.1328159795643963,0.26036011767995754,277.32508800463563,-27.581140254420024,0.26810224177163233,24781
7414,0.14811686557890288,58693.70264541976,0.00017613393847113227,0.015096331924269246,-0.022427285898924683,0.2354845058531689,141.98173305942666,70.27934048187305,0.2436927036173119,24782
7415,0.09018402006356867,58929.38846256912,0.0004394887994278564,-0.72904994429627,0.015201952732475222,0.3499969140070148,88.00685404473114,-5.169613041556487,0.3528032512573667,24788
7416,0.1476344206050594,58253.45600859964,8.892475248593247e-05,-1.9748948034043912,0.14392623905951635,0.14642869944596693,317.1730576060666,31.617715281730586,0.15251426669045895,24797
7417,0.11495882204754121,58763.140966054314,0.00023291589825716298,0.6191487714752046,0.11910737150924595,0.1270161921231935,132.96700190530757,-23.46059310816134,0.13678351591452667,24803
7418,0.09342133762819171,58916.60765840354,0.00042138532306266373,1.0704492215750905,0.028601774685891024,0.3926725466822328,258.97450363184,-1.5527009523269935,0.38803839690181935,24808
7419,0.12927605114356006,58785.71605100125,0.00020285838109019205,1.4923692567592453,0.06957338481447962,0.9610549342308126,274.2619539749039,-5.520472752418723,0.971116144733274,24816
7420,0.13572602510702292,58228.82488509095,0.0002348300433313118,0.2726513045647576,-0.06533130622476155,0.01561542025094363,4.111014178235979,4.886912193737781,0.018947035793578575,24818
7421,0.12342757524012506,58905.405381158205,0.00022030781511352427,-0.27288710916868464,-0.004699335869372507,0.6436708015464702,358.3991046492192,57.72059358787302,0.6393693114305371,24823
7422,0.12684642874831908,58427.950675276115,0.0002713234789513994,0.5374535870329298,-0.019842083123425294,0.7686754842071518,89.61285072327829,16.679268657684435,0.7668313333680381,24826
