1.471385259309800686e+00,3.766347418227324439e+00
9.960464066463964317e-01,4.588614107179513901e-01
6.791413778753081498e-01,3.976236831470334909e+00
8.493512253831257963e-01,4.750679888893857949e+00
7.193927031023266139e-01,2.007387421933586324e+00
1.057235089717757148e+00,5.940037951961552487e+00
7.130238007591046534e-01,3.010425189682377933e+00
1.719313295048990220e+00,1.081475162542155921e+00
1.664856429548479122e+00,5.707399829839964411e+00
1.629039759351001759e+00,3.312642846272444430e-01
1.454257981718337867e+00,2.571882748981736189e+00
