,Name,values,errors
0,M_b,-19.093287443974862,0.0
1,alpha,0.12464946430256918,0.0019624277969356625
2,beta,2.924844123468803,0.018838992745221342
3,delta_H0_0,-0.8414735394798137,0.21085408158673352
4,delta_H0_1,-0.31853503823720347,0.14447348807753746
5,delta_H0_2,0.03169010711264584,0.12876632242228656
6,delta_H0_3,-0.4170352769457956,0.18912803466723677
7,delta_H0_4,-0.263488789987758,0.17079122144558012
8,delta_H0_5,0.2923121296188045,0.2778570195077055
9,delta_H0_6,1.2862659004128825,0.20574227903111875
10,delta_H0_7,0.3227042174143985,0.2362483865773708
11,delta_H0_8,0.21806449506090572,0.3460955177443744
12,delta_H0_9,0.19929923604958757,0.6607338913776408
13,delta_H0_10,3.120241951918142,0.8647278794298863
14,delta_H0_11,1.3701695546364425,0.47827464443090495
