,Name,values,errors
0,M_b,-19.093287443974862,0.0
1,alpha,0.1244959672379275,0.001965488414644533
2,beta,2.9280583680366568,0.01885383548415922
3,delta_H0_0,0.023344102954983625,0.23483843668944185
4,delta_H0_1,0.0602860951826856,0.21086846701357267
5,delta_H0_2,0.32600433008920965,0.18745720186987516
6,delta_H0_3,0.4437139588750803,0.207593899082126
7,delta_H0_4,0.11574551932598548,0.19595372370659314
8,delta_H0_5,-0.34456202980366724,0.171825319638483
9,delta_H0_6,1.3136214141673517,0.2226662611560494
10,delta_H0_7,-0.6630202862776313,0.20303640122916153
11,delta_H0_8,-0.6261234735559527,0.20350821936513175
12,delta_H0_9,-0.7819400706511513,0.22346798598863166
13,delta_H0_10,0.26655167540915803,0.20248842235844483
