1.214106465376358690e+00,3.367488479212426000e-01
1.397751797689782860e+00,4.120879879802936685e+00
1.155698866617421050e+00,5.966128567307844577e+00
6.242176026521731869e-01,1.881465801557499651e+00
1.656978740634369007e+00,9.235799327604183873e-01
7.066614381786674448e-01,2.804652364516917906e+00
1.376271636359299055e+00,2.283112267885095470e+00
7.369420599483541556e-01,4.701657549592656693e+00
1.693007869490820383e+00,5.635907884497687093e+00
7.181989459895712358e-01,3.727438923129404280e+00
1.459984535870446187e+00,3.219040545091674588e+00
