,Name,values,errors
0,M_b,-19.098922931836764,0.0
1,alpha,0.12698871061450354,0.0019814570523416335
2,beta,2.964809011770553,0.01922133504753784
3,delta_H0_0,-0.2890003055938385,0.22392999681663633
4,delta_H0_1,0.12593700656337933,0.1456256488118391
5,delta_H0_2,-0.011957322661358391,0.13641754143061555
6,delta_H0_3,0.10276308596365631,0.18372503169985757
7,delta_H0_4,0.07831181792950043,0.1673277795443603
8,delta_H0_5,0.012960777460684044,0.2777266375735956
9,delta_H0_6,-0.3008541510242802,0.1989310132660949
10,delta_H0_7,-0.08287669375548906,0.2684566921593286
11,delta_H0_8,0.21850136239415932,0.35430080259705304
12,delta_H0_9,0.628921901466957,0.6464534321149933
13,delta_H0_10,0.26713264920543756,0.7550273369900125
14,delta_H0_11,-0.053619555484553875,0.45111636274656297
