,Name,values,errors
0,M_b,-19.086968702670024,0.0
1,alpha,0.12247063498335181,0.0018959758491560485
2,beta,2.9675975163660437,0.01866895678410793
3,delta_H0_0,-0.9666215726865468,0.2116723036272531
4,delta_H0_1,0.12878482565345792,0.13953429026807967
5,delta_H0_2,-0.031477923073734114,0.12832451319263546
6,delta_H0_3,-0.427709259331723,0.19396017330120235
7,delta_H0_4,-0.07938312589505953,0.1564830912789563
8,delta_H0_5,-0.36608178128973196,0.2570745362204095
9,delta_H0_6,0.7546084239242307,0.18323188731704407
10,delta_H0_7,1.0094144781818588,0.2599315533110727
11,delta_H0_8,-0.40379900085991194,0.3980311539023374
12,delta_H0_9,0.5247760509042595,0.6999482099880225
13,delta_H0_10,1.3796370659569048,0.6450244050308211
14,delta_H0_11,-0.3848887420524392,0.4387405308109187
