,Name,values,errors
0,M_b,-19.10144202189533,0.0
1,alpha,0.1268371652419664,0.0018808813180288667
2,beta,2.9492388449347833,0.018158146006953854
3,delta_H0_0,-0.13236997590369387,0.1830170219189781
4,delta_H0_1,-0.18994529243541156,0.16079094934474594
5,delta_H0_2,-0.199580725543911,0.20135287926783585
6,delta_H0_3,0.153560257094756,0.22690046419637452
7,delta_H0_4,0.3842549071140996,0.18911516168457748
8,delta_H0_5,-0.4048857147758356,0.21495537748570565
9,delta_H0_6,-0.08172906579454649,0.196125707171859
10,delta_H0_7,-0.14304443976208142,0.2735541924283576
11,delta_H0_8,-0.1669029947149957,0.18901985324293388
12,delta_H0_9,0.05308510918806819,0.22825574980042249
13,delta_H0_10,0.7962640788209087,0.20461568134150382
