1.238718817974767905e+00,4.380957297543304207e+00
1.751469038657740729e+00,1.094048964413036895e+00
7.394266217901492855e-01,2.818817669595155007e+00
1.453539609959602075e+00,5.826769745292988745e+00
1.640686777286814557e+00,3.280440696786333099e-01
6.450787005908724669e-01,1.964858757611760653e+00
6.766294175866482963e-01,3.656861575903359363e+00
1.433771521449280106e+00,2.468161748744623463e+00
9.798561450311323862e-01,4.993247237195888033e-01
1.439372376028807077e+00,3.436994355390240230e+00
6.246342104470038459e-01,4.749045288990206615e+00
