,Name,values,errors
0,M_b,-19.100820489425804,0.0
1,alpha,0.12675059991144702,0.0019188213508028597
2,beta,2.9942422113827414,0.01828751666676671
3,delta_H0_0,-0.09503236814378704,0.2186309892193053
4,delta_H0_1,0.0195985474451353,0.14356170393107623
5,delta_H0_2,-0.07838072743890578,0.1305397089959606
6,delta_H0_3,-0.0678614587401649,0.19232754783656683
7,delta_H0_4,-0.33898073474131507,0.1584227481941559
8,delta_H0_5,0.16068200688766104,0.30633439128082135
9,delta_H0_6,0.3452596181698175,0.19226058213946237
10,delta_H0_7,0.15407402445231388,0.24323029736476204
11,delta_H0_8,0.8807407842684338,0.3235866253657421
12,delta_H0_9,0.9325189263333387,0.7009616823488423
13,delta_H0_10,-0.11054923206799588,0.7133558701231425
14,delta_H0_11,-0.6368125013772741,0.45667905163367484
