,$\delta H_0$,Error,ra,dec
0,-2.781034117102342,0.2111082478481597,0.7853981633974483,0.7297276562269662
1,-3.0065200862398647,0.14545140589432187,2.356194490192345,0.7297276562269662
2,1.1498963078459228,0.12836777410728756,3.926990816987241,0.7297276562269662
3,0.8056071772551028,0.18937755328515046,5.497787143782138,0.7297276562269662
4,0.597753000838303,0.1607854459840907,0.0,0.0
5,-3.4458049385360607,0.28452386019931,1.5707963267948966,0.0
6,0.9811463132552888,0.1884955462691014,3.141592653589793,0.0
7,4.309663373921246,0.25675913816373186,4.71238898038469,0.0
8,-0.9125319692811138,0.39936151707867534,0.7853981633974483,-0.7297276562269666
9,-0.7255173071561781,0.7031490653901498,2.356194490192345,-0.7297276562269666
10,6.382948958649379,0.577500210243973,3.926990816987241,-0.7297276562269666
11,4.206034104084002,0.4217091694478132,5.497787143782138,-0.7297276562269666
