,$\delta H_0$,Error,ra,dec
0,-2.7983819782349557,0.2064515004106421,0.7853981633974483,0.7297276562269662
1,-2.4532821243403817,0.13470328658335964,2.356194490192345,0.7297276562269662
2,1.1306116835360869,0.13040383998809493,3.926990816987241,0.7297276562269662
3,1.324687054760527,0.1986983630301051,5.497787143782138,0.7297276562269662
4,0.7470772993274307,0.15829479081846495,0.0,0.0
5,-3.377950530211204,0.24674356685205168,1.5707963267948966,0.0
6,0.8313526436867554,0.18351339072587175,3.141592653589793,0.0
7,4.97681018926073,0.27391951461012576,4.71238898038469,0.0
8,-1.677925836371847,0.39110624284857026,0.7853981633974483,-0.7297276562269666
9,-1.2734115747370487,0.6833632571875642,2.356194490192345,-0.7297276562269666
10,4.8143127488312,0.6748972904295439,3.926990816987241,-0.7297276562269666
11,3.647925867465348,0.4632861021928589,5.497787143782138,-0.7297276562269666
