,Name,values,errors
0,M_b,-19.091716990987308,0.0
1,alpha,0.12655121833957744,0.001918041107634786
2,beta,2.990161543338578,0.018307144936731856
3,delta_H0_0,0.596793818393816,0.19317960735869963
4,delta_H0_1,0.6626073516961861,0.25422087144117833
5,delta_H0_2,-0.08594531815122848,0.19733800195303036
6,delta_H0_3,-0.6324529050275215,0.15992649447229224
7,delta_H0_4,-0.19157109812512813,0.2220771053447459
8,delta_H0_5,-0.7199223806830443,0.21392220514770235
9,delta_H0_6,0.058408121787858334,0.1944537634514557
10,delta_H0_7,0.7836193393700243,0.23119148997597375
11,delta_H0_8,-0.8835162456874446,0.21537208889290346
12,delta_H0_9,0.8417379741929696,0.20352574383654032
13,delta_H0_10,0.034007541281245945,0.1839204836192446
