,Name,values,errors
0,M_b,-19.095396459184567,0.0
1,alpha,0.12764813583372367,0.001976798718575396
2,beta,2.9558910005522936,0.018914130512207517
3,delta_H0_0,-0.6141684209775368,0.22046705752014933
4,delta_H0_1,-0.12499521622668326,0.19738310635093337
5,delta_H0_2,0.6876481138781759,0.19662568001966502
6,delta_H0_3,0.14391421190545395,0.2013699898665622
7,delta_H0_4,-0.058051566442946706,0.20083562134729788
8,delta_H0_5,-0.6872513983372136,0.17863411322424982
9,delta_H0_6,0.7417138073460815,0.23189575948814029
10,delta_H0_7,-0.9229370722651989,0.22339731229910603
11,delta_H0_8,-0.04885414523823682,0.21372324439838716
12,delta_H0_9,0.15313647267014802,0.2014102886929926
13,delta_H0_10,0.7598377708718057,0.20576397155301004
