,Name,values,errors
0,M_b,-19.095396459184567,0.0
1,alpha,0.1275393927707723,0.0019721927222166686
2,beta,2.9513385994075665,0.018943703437487382
3,delta_H0_0,-0.5051464525491489,0.21031472203152957
4,delta_H0_1,-0.3329224681191828,0.14650263855750872
5,delta_H0_2,0.29003281580579593,0.135906388936551
6,delta_H0_3,-0.12004588412989502,0.19758299788495678
7,delta_H0_4,-0.3971330310567486,0.16141936717273228
8,delta_H0_5,-0.14207379717354515,0.27151935452144577
9,delta_H0_6,0.5238820673390104,0.19497998454895302
10,delta_H0_7,0.7078549483560442,0.2540323192534735
11,delta_H0_8,-0.3249078363862078,0.3651282477677043
12,delta_H0_9,0.5594597978415679,0.6756788873611208
13,delta_H0_10,1.2024522041028334,0.6402461031105656
14,delta_H0_11,0.8647911401039596,0.41132529069282325
