,$\delta H_0$,Error,ra,dec
0,-2.6117525072442493,0.21428142327820227,1.001848507796824,-0.15249221388635914
1,1.513082592382875,0.20481699868840364,4.79963986424756,0.9384194163105798
2,-1.8397501894853339,0.19708134562822807,2.8260299587118247,0.8377136670241445
3,3.6182340863475306,0.22107480224348436,5.666077619386424,-0.12491454145727143
4,-0.10283436533415978,0.20485617165353992,3.708245500914812,0.8889951989312377
5,-2.4322657570757005,0.2273400356407813,2.3665434079722267,0.14753552159590022
6,-1.1992351190652293,0.1675593377115211,0.3610526336209481,0.32279361157199626
7,-3.182222959785278,0.20219971062561284,1.8928566978147945,0.9217602792483497
8,1.649279601852734,0.2122751545463442,3.392079444405215,0.11660089934095619
9,3.4110062484381647,0.20062790413777232,4.278542405031946,0.3063835623659743
10,1.0262969214512656,0.22919191630430602,5.959428031699469,0.47294347219686395
