,Name,values,errors
0,M_b,-19.06753294800491,0.0
1,alpha,0.12250540144907789,0.0019004680498273595
2,beta,2.965720271778709,0.018695772626399144
3,delta_H0_0,-1.2514761767785465,0.1711617104134994
4,delta_H0_1,4.01980969720251,0.22576835949152055
5,delta_H0_2,1.2303397146641748,0.21065117001979417
6,delta_H0_3,-3.534609827323589,0.20808354609471652
7,delta_H0_4,-2.6324041935126212,0.20270454899768706
8,delta_H0_5,-1.5236897748027518,0.18888242243665582
9,delta_H0_6,-2.5194695638398,0.21668599761390833
10,delta_H0_7,1.3433278371154571,0.1811640458152107
11,delta_H0_8,3.3717119403751608,0.23337886526206755
12,delta_H0_9,0.6761637392520609,0.18130949664194965
13,delta_H0_10,1.0867333933236687,0.19444203722981535
