,$\delta H_0$,Error,ra,dec
0,1.3942240936289276,0.20612958903125964,4.847021018897992,0.8932832025971209
1,-2.2905361288258868,0.25112011547628,1.0653998767957056,-0.14773584657753736
2,1.8915891132303222,0.23372821914317132,3.4025088403292507,0.07024230878398452
3,-3.592530569571062,0.2113200081443756,1.990970075227264,0.9077551634926844
4,0.5237245910814871,0.1960091976936354,3.897990985366168,0.9151274955556713
5,-0.5245435293358296,0.2258742385087685,0.3215154355392773,-0.0536277884597649
6,1.9792851454832983,0.174305567384647,5.810319626171537,0.1580648802120923
7,-2.290969794758131,0.20612642336274692,2.421989063698972,0.15249179632806853
8,-2.1239572146885313,0.20644195662865525,0.4601027691308364,0.5760609880094621
9,-1.616029374975288,0.19615500009559395,2.9604082642409844,0.8587885090144298
10,4.216924752256106,0.2144781955565284,4.292513204424399,0.27468956227989016
