1.699374179216522673e+00,5.650349166691048808e+00
1.785386639960961030e+00,9.059486414841302349e-01
7.340330679484324827e-01,3.707395099250402559e+00
1.414111614194432320e+00,2.447256404445461442e+00
1.182005225277448668e+00,4.458215070925006351e+00
1.174077611553504319e+00,4.059835832483127405e-01
1.493480282395113434e+00,3.550829965657909426e+00
6.284941051853965011e-01,1.946345440727579090e+00
5.608472615237829473e-01,4.726703053146396272e+00
1.151200630556931337e+00,5.905713012379937510e+00
7.654271037213520312e-01,2.912668962877331236e+00
