,$\delta H_0$,Error,ra,dec
0,-2.657697986721036,0.21118652533839244,0.7853981633974483,0.7297276562269662
1,-2.859549730065446,0.13806833461254758,2.356194490192345,0.7297276562269662
2,1.0258751302157174,0.13256556452760604,3.926990816987241,0.7297276562269662
3,1.384370626482628,0.19624933164674052,5.497787143782138,0.7297276562269662
4,0.31874767271475174,0.1599223042341028,0.0,0.0
5,-2.843006292844253,0.2940321334731467,1.5707963267948966,0.0
6,0.9263260611213584,0.19389275128522987,3.141592653589793,0.0
7,4.49652844703172,0.2576707038748852,4.71238898038469,0.0
8,-0.656295681186102,0.317059948888016,0.7853981633974483,-0.7297276562269666
9,-0.5317517032738626,0.6872791474144884,2.356194490192345,-0.7297276562269666
10,4.482517797652901,0.75755321130689,3.926990816987241,-0.7297276562269666
11,3.829529720281552,0.48456243704851715,5.497787143782138,-0.7297276562269666
