1.386972662271918733e+00,2.388782866134983252e+00
1.102783716474287967e+00,5.961599002224385657e+00
1.074340145650809042e+00,4.072317811983467983e+00
1.722223671872030515e+00,1.127182138094011243e+00
1.662676591977004570e+00,5.638456923447806801e+00
1.457881803730922243e+00,3.388491450231403412e+00
6.258611263761195698e-01,1.962668773387632681e+00
1.697855780376130497e+00,3.770508544021970998e-01
7.268014118315816452e-01,3.014515572929613807e+00
1.034453147129382078e+00,4.319926886635800933e-01
6.798961524349360630e-01,4.713980236243731525e+00
