,Name,values,errors
0,M_b,-19.091201920840867,0.0
1,alpha,0.1280434194580715,0.0019160855057364402
2,beta,2.993163048550358,0.018676985619312955
3,delta_H0_0,-0.5004268871760671,0.20589156933840772
4,delta_H0_1,-0.10902269493958168,0.14100395622523346
5,delta_H0_2,0.22519672164283258,0.1343016576803279
6,delta_H0_3,-0.4686061424491658,0.1821935599558122
7,delta_H0_4,-0.16527609241715036,0.159449310207935
8,delta_H0_5,-0.1329188997462199,0.25518108637692716
9,delta_H0_6,0.6434345158559921,0.20714774680947445
10,delta_H0_7,0.5419113938707453,0.2561196668423181
11,delta_H0_8,-0.33827612013393077,0.3499091644841681
12,delta_H0_9,1.3280986429732502,0.6973545798969912
13,delta_H0_10,2.257960642029251,0.7873430193463592
14,delta_H0_11,-0.032210787697694504,0.4746896641808439
