,Name,values,errors
0,M_b,-19.102669902894277,0.0
1,alpha,0.12492914279202869,0.001962010336779889
2,beta,2.9240331074386936,0.018834833626646782
3,delta_H0_0,-0.20746027936040137,0.21262787034158967
4,delta_H0_1,-0.07570289916472461,0.14492212746041241
5,delta_H0_2,-0.124194008053811,0.1284674224498499
6,delta_H0_3,-0.2543837671917604,0.18949602268356172
7,delta_H0_4,-0.07526504414996261,0.17120391590466058
8,delta_H0_5,0.39834354237126557,0.2782066823783665
9,delta_H0_6,0.6718930050364482,0.20400627078963837
10,delta_H0_7,-0.20941839022929049,0.23450043621113278
11,delta_H0_8,0.26353799062735134,0.3462384660259098
12,delta_H0_9,-0.28943449972269436,0.656235028853078
13,delta_H0_10,1.9556820048827332,0.8512305765328789
14,delta_H0_11,0.8355147081090117,0.4747724236943376
