,Name,values,errors
0,M_b,-19.096250831529364,0.0
1,alpha,0.12264491895023374,0.001899197741414659
2,beta,2.970563024602973,0.018681059889340004
3,delta_H0_0,0.08989665230292115,0.17975879654897783
4,delta_H0_1,0.019933935048924618,0.17406255302329027
5,delta_H0_2,0.06175990280323251,0.20721872851310158
6,delta_H0_3,0.37489398999222234,0.2235344028430773
7,delta_H0_4,-0.2881848797815948,0.2221301990621736
8,delta_H0_5,0.448172303418027,0.19428740407941272
9,delta_H0_6,-0.5557289905107562,0.17678036904824826
10,delta_H0_7,0.18713436322995794,0.19280830167936924
11,delta_H0_8,-0.34217195095864894,0.2090451499717649
12,delta_H0_9,0.07544268434437584,0.21354605850866756
13,delta_H0_10,-0.011627161406153391,0.21838128695100106
