,$\delta H_0$,Error,ra,dec
0,-2.7031444760840024,0.22302055531141182,0.7853981633974483,0.7297276562269662
1,-2.6625319495605875,0.14470378339802525,2.356194490192345,0.7297276562269662
2,1.3394616290434018,0.13679603015314493,3.926990816987241,0.7297276562269662
3,1.6031088722136102,0.18317302953668385,5.497787143782138,0.7297276562269662
4,0.6100666021732467,0.16728143290593706,0.0,0.0
5,-3.0793388447168684,0.2836227618481247,1.5707963267948966,0.0
6,0.32149518676283945,0.20018014780630394,3.141592653589793,0.0
7,4.422946850213796,0.28115387474534104,4.71238898038469,0.0
8,-1.005287973216855,0.3565744619227236,0.7853981633974483,-0.7297276562269666
9,-0.9457008103458052,0.6487502183467375,2.356194490192345,-0.7297276562269666
10,4.849316303674861,0.7388634729515415,3.926990816987241,-0.7297276562269666
11,4.6177081422846085,0.4476908963289354,5.497787143782138,-0.7297276562269666
