1.074892254007401737e+00,5.944249404190800945e+00
6.086173521190629820e-01,1.928268590106688718e+00
1.261056625431459910e+00,3.788135826371661352e-01
1.210820537797631324e+00,4.329374604011002603e+00
1.450013840557107914e+00,3.406544883234976506e+00
1.738562419164537465e+00,1.005032906492307365e+00
6.487198904440263370e-01,3.862226228265003503e+00
1.684952655681869693e+00,5.718972268318765373e+00
1.393677785468718566e+00,2.375051157125597889e+00
7.194054216555085812e-01,2.897386655453231263e+00
6.556611640987255463e-01,4.839295468951513080e+00
