,$\delta H_0$,Error,ra,dec
0,-2.7377287511060344,0.205504618856513,0.7853981633974483,0.7297276562269662
1,-2.9215879088730743,0.1393873689162737,2.356194490192345,0.7297276562269662
2,1.0439940275777841,0.13058420318736275,3.926990816987241,0.7297276562269662
3,1.3866134700205293,0.19383739944548822,5.497787143782138,0.7297276562269662
4,0.4848788093145273,0.17260141982608757,0.0,0.0
5,-2.6206132881854294,0.2669920542218417,1.5707963267948966,0.0
6,1.2792595493499432,0.2057969013876658,3.141592653589793,0.0
7,4.212461243835718,0.24867051860043424,4.71238898038469,0.0
8,-1.0028646516658428,0.34056101175274234,0.7853981633974483,-0.7297276562269666
9,-1.8419782932759203,0.643225783326236,2.356194490192345,-0.7297276562269666
10,6.516744979997149,0.9039768507253897,3.926990816987241,-0.7297276562269666
11,5.522096243523331,0.5050122763716992,5.497787143782138,-0.7297276562269666
