,Name,values,errors
0,M_b,-19.102669902894277,0.0
1,alpha,0.12474212912045692,0.0019689614851388427
2,beta,2.9256667859619165,0.018851923437361764
3,delta_H0_0,0.6387260521694483,0.2242616084209295
4,delta_H0_1,-0.3986364092296394,0.1632413930368619
5,delta_H0_2,0.2818984625427559,0.267373031877126
6,delta_H0_3,0.19427327934338942,0.18758710854831942
7,delta_H0_4,-0.18969469626012017,0.20464280585947836
8,delta_H0_5,-0.3186971057806939,0.20475403226035718
9,delta_H0_6,0.08336741225678124,0.21812740796437946
10,delta_H0_7,-0.5015972643326969,0.19006712063756215
11,delta_H0_8,0.2635743250380911,0.20489840423459343
12,delta_H0_9,0.21279111833480546,0.21723173119172465
13,delta_H0_10,0.2528941433888635,0.20546694314043254
