,Name,values,errors
0,M_b,-19.098922931836764,0.0
1,alpha,0.12710527632603547,0.0019801730064255285
2,beta,2.9658553440893374,0.019231303815148593
3,delta_H0_0,0.089445460970596,0.2187225728142434
4,delta_H0_1,-0.037540862377460966,0.17687603357566084
5,delta_H0_2,-0.04944788823573346,0.21603817067954967
6,delta_H0_3,-0.08304491967465001,0.2696368495247681
7,delta_H0_4,-0.3013862589069726,0.20944728253339
8,delta_H0_5,0.1261047695260085,0.1898378208905362
9,delta_H0_6,0.018963993571569106,0.23213413706679972
10,delta_H0_7,0.059738710479591735,0.2322564079303786
11,delta_H0_8,0.048611912361723394,0.1670910356026363
12,delta_H0_9,0.10208879482802061,0.20989066906685566
13,delta_H0_10,-0.040295616577576104,0.2123037109805255
