6.594348339956611627e-01,1.899142068111073112e+00
1.264348756220361469e+00,4.284134268450613625e+00
1.104010035341919549e+00,5.952371600541919605e+00
1.452490011912707324e+00,3.401608508613651605e+00
1.251086966443470949e+00,3.647033308589144873e-01
1.727334318336190666e+00,1.008106247362592356e+00
6.346038363846827624e-01,4.802265606563895339e+00
7.329714604986514725e-01,2.830580486358242887e+00
1.430296848885312944e+00,2.382613455962652615e+00
1.702902469311783351e+00,5.665767355728416277e+00
6.800986239392524668e-01,3.712774267861691513e+00
