,$\delta H_0$,Error,ra,dec
0,-2.4135402781026465,0.20499277785810033,0.7853981633974483,0.7297276562269662
1,-2.9536441122948354,0.14132009727171174,2.356194490192345,0.7297276562269662
2,1.3903683541093843,0.137994995086001,3.926990816987241,0.7297276562269662
3,1.5352234847928494,0.2021245951351917,5.497787143782138,0.7297276562269662
4,0.43305127661450565,0.1633093215616032,0.0,0.0
5,-3.142649890113694,0.2605985799896953,1.5707963267948966,0.0
6,0.6056359180688525,0.19527807447394527,3.141592653589793,0.0
7,4.56126418135563,0.26729471865445076,4.71238898038469,0.0
8,-1.5202249620789712,0.35926446030244735,0.7853981633974483,-0.7297276562269666
9,-1.6764101317187279,0.6557198551144187,2.356194490192345,-0.7297276562269666
10,4.72232177127213,0.6703296914206014,3.926990816987241,-0.7297276562269666
11,4.966652300175787,0.4341595454307294,5.497787143782138,-0.7297276562269666
