,Name,values,errors
0,M_b,-19.104099030501477,0.0
1,alpha,0.12654322047195377,0.0019486763343405352
2,beta,2.9374703322914932,0.01886273344750218
3,delta_H0_0,-0.2037682447092791,0.21851778080369308
4,delta_H0_1,-0.010728419346943302,0.15067828646719042
5,delta_H0_2,0.13180139527252405,0.1369455882811245
6,delta_H0_3,-0.049400255251328316,0.18832199515639048
7,delta_H0_4,-0.10189498896569994,0.16590569830981808
8,delta_H0_5,-0.13556640528638558,0.2870543424369504
9,delta_H0_6,0.3274110586006814,0.20798702984888204
10,delta_H0_7,-0.3025729405223704,0.2436832507235874
11,delta_H0_8,0.3560353387478703,0.3626849193359353
12,delta_H0_9,-0.28902912231974104,0.6807046571804588
13,delta_H0_10,-0.14349999794139912,0.597016536979389
14,delta_H0_11,0.10101820090075728,0.5035705167326757
