,$\delta H_0$,Error,ra,dec
0,-2.299755610721382,0.2009984325478168,0.7853981633974483,0.7297276562269662
1,-2.6243296981489626,0.13623133866009146,2.356194490192345,0.7297276562269662
2,1.338862205842786,0.13639064993768624,3.926990816987241,0.7297276562269662
3,1.2689018399246932,0.1865975733345354,5.497787143782138,0.7297276562269662
4,0.6706961147923319,0.16134034126053307,0.0,0.0
5,-3.0308282099978077,0.24525734016448686,1.5707963267948966,0.0
6,0.6919533683787576,0.20738463983208547,3.141592653589793,0.0
7,4.371272946113581,0.26945259271061256,4.71238898038469,0.0
8,-1.554753190077871,0.34419765471603964,0.7853981633974483,-0.7297276562269666
9,-0.7160125249862072,0.6788544635117095,2.356194490192345,-0.7297276562269666
10,5.704365755901852,0.8231059218778156,3.926990816987241,-0.7297276562269666
11,3.971443586646016,0.5010715357622589,5.497787143782138,-0.7297276562269666
