,Name,values,errors
0,M_b,-19.092930493761845,0.0
1,alpha,0.12903568095323684,0.001965289896751553
2,beta,2.9456695384953586,0.018911206615977606
3,delta_H0_0,-0.3631595156470922,0.21431691797209193
4,delta_H0_1,-0.03229252200058493,0.14593087172082203
5,delta_H0_2,-0.17472313345614898,0.1357464386630644
6,delta_H0_3,0.2601152617312277,0.19077549120857104
7,delta_H0_4,-0.2789194539515663,0.16300689728463988
8,delta_H0_5,-0.2954114843068444,0.2708819792185057
9,delta_H0_6,0.7683484594372674,0.20278515219456536
10,delta_H0_7,0.556722621056292,0.24314216447665596
11,delta_H0_8,-0.3698851595607665,0.3674425274545597
12,delta_H0_9,0.925698384211167,0.7775458802269498
13,delta_H0_10,0.643561518560511,0.6950323740500239
14,delta_H0_11,-0.4082893812228716,0.41236130244747227
