,$\delta H_0$,Error,ra,dec
0,-2.2286935106820316,0.19512112902131756,2.452687563160677,0.15611377408228422
1,0.7470855907798639,0.20235984105562257,4.81255853245537,0.9630104114633615
2,-0.9669612757982966,0.22589160321754068,0.3224204941505122,-0.05579333293444155
3,2.2005527190548286,0.16285758974710465,5.802978871414453,0.13349049839460125
4,-1.053610059882039,0.1746432657140838,3.0560453373620518,0.8262731710150186
5,1.0648351044904736,0.18656778289178558,3.9438012016197455,0.833793519136885
6,-4.081179829442403,0.2061064977997694,1.96849939436648,0.8942543345382784
7,-2.577052830301774,0.2557172636792841,1.110966410866326,-0.13704725674006535
8,2.4277080752271143,0.22062209359136917,3.469671992307627,0.06444827760356509
9,-2.1601993111690034,0.20814262177656978,0.4397449858862093,0.6170321510459794
10,4.4438640868702,0.2308864591443332,4.444561980064341,0.2794947661086491
