6.502605903788063468e-01,1.969700661963891708e+00
6.868191689097962183e-01,4.790138826175162734e+00
1.683742306280306078e+00,4.106027260117928179e-01
1.419962991537715435e+00,5.801909566519103834e+00
1.462505973494846234e+00,3.420444486452666855e+00
6.779359214358064989e-01,3.815993747603176001e+00
1.283556278725864752e+00,4.266653782973127917e+00
9.690277779847301654e-01,4.577160737382941491e-01
7.306996534025824719e-01,2.942425119566380420e+00
1.429298649194873372e+00,2.446082870059069769e+00
1.709468985680696829e+00,1.161835983480149270e+00
