,Name,values,errors
0,M_b,-19.102296309984567,0.0
1,alpha,0.12873701217390288,0.0019669947407372533
2,beta,2.942042162529221,0.018916085525363526
3,delta_H0_0,-0.40900261614033506,0.2032325647374178
4,delta_H0_1,0.1308436852149025,0.23590064558486387
5,delta_H0_2,0.10816528741328534,0.2259866658709314
6,delta_H0_3,0.1840313856954768,0.16959309807370412
7,delta_H0_4,-0.4277754758271025,0.19160754780507336
8,delta_H0_5,0.05978938255378882,0.20587432754338555
9,delta_H0_6,0.0304682094100975,0.19144754212121862
10,delta_H0_7,0.5406515387356686,0.22108560291471974
11,delta_H0_8,0.148700148962782,0.20666364148310334
12,delta_H0_9,-0.3365369306745517,0.22348208287366933
13,delta_H0_10,0.040706937752881735,0.21065661148795908
