,Name,values,errors
0,M_b,-19.091716990987308,0.0
1,alpha,0.12686129989673406,0.0019191640353136243
2,beta,2.9921427808187455,0.018291661803901738
3,delta_H0_0,-0.7413073506644589,0.21676484818303812
4,delta_H0_1,-0.22949346314616653,0.14311151496229127
5,delta_H0_2,0.06028527955799717,0.13080914601939678
6,delta_H0_3,-0.25331759363796397,0.191892854010905
7,delta_H0_4,-0.5170169263994093,0.15806769958514802
8,delta_H0_5,0.08448577570842435,0.30607852096728505
9,delta_H0_6,0.9457899318217416,0.19386308778797468
10,delta_H0_7,0.6900207396116286,0.24504510373038718
11,delta_H0_8,0.7822360992710142,0.3232123474531146
12,delta_H0_9,1.4638452074002657,0.7061140526220584
13,delta_H0_10,0.9979332625010183,0.7240959833999224
14,delta_H0_11,-0.13624331628494407,0.4598753109552664
