,$\delta H_0$,Error,ra,dec
0,-1.4417275873660877,0.17775861592744818,2.9890850693488864,0.7989848697195998
1,2.1578254587029035,0.1706729688480254,4.682674831995675,0.7253918038444543
2,-2.2381551382597134,0.19601211504644286,0.45771607373829504,0.6017685488101666
3,1.0389221848453583,0.23162196358191145,5.978967975924252,0.4576592743148906
4,-0.9523628909477656,0.21562034635100927,0.40181078008061194,-0.11193756638174612
5,3.310481370563234,0.19607036337190104,3.7331588972037113,0.10611985514274225
6,-3.515287696711844,0.18637311738962284,1.994043709986264,0.8720071550170385
7,3.9001576587359534,0.23840464558133617,5.640886164059729,-0.10852434799954858
8,-1.0335422304289308,0.1991419786923545,2.5426714880222376,0.09631214928068266
9,-2.8360956948168115,0.25988735627178094,1.1489001342609804,-0.13921706511774712
10,0.6831782751252845,0.18841308463709833,3.862675932939319,0.8716509718735961
