,$\delta H_0$,Error,ra,dec
0,1.5568840934999653,0.16476342918742126,5.826440194491785,0.11397413826199632
1,-1.6588615197155983,0.24752012401984141,1.0952448509504855,-0.1832383444478778
2,1.764909315719793,0.20936359085072487,3.4433780062197226,0.1236122620473854
3,3.74145755294912,0.19791551951775727,4.384249048982677,0.3391215327083803
4,-3.812092950822698,0.2048561580328201,1.9605349684914208,0.9283041190448555
5,-1.9309586011017186,0.19323563259492738,2.809051268061334,0.8326249334130225
6,-1.6014113226029951,0.22309828738683582,2.4735772235129527,0.13321637225784788
7,-2.5710947151720527,0.2073230017379292,0.4934470322872273,0.5772722215527734
8,1.4548792484217532,0.19019196932862556,4.757930515291298,0.9526259108328697
9,-0.3345830094068151,0.22461102366137617,0.3287624509914706,-0.07885480138488754
10,0.20073778928371,0.19234014895012141,3.641153792624368,0.8829486874783218
