,$\delta H_0$,Error,ra,dec
0,-2.7473283276539364,0.21107649806039405,0.7853981633974483,0.7297276562269662
1,-2.8430126053199207,0.1449566801925231,2.356194490192345,0.7297276562269662
2,1.328742230267391,0.139259854998104,3.926990816987241,0.7297276562269662
3,1.3660996988937524,0.1920569510937991,5.497787143782138,0.7297276562269662
4,0.3703098614404947,0.16707562714479113,0.0,0.0
5,-3.29270873056539,0.2749917837161424,1.5707963267948966,0.0
6,0.7221066463971074,0.20922456442547685,3.141592653589793,0.0
7,3.984656531090834,0.2580216406215686,4.71238898038469,0.0
8,-1.0470897369856678,0.3559498089813758,0.7853981633974483,-0.7297276562269666
9,-1.7518861557066152,0.6677234854939722,2.356194490192345,-0.7297276562269666
10,4.318809098510918,0.632793882513925,3.926990816987241,-0.7297276562269666
11,4.68948192807923,0.5355681826619556,5.497787143782138,-0.7297276562269666
