,Name,values,errors
0,M_b,-19.096250831529364,0.0
1,alpha,0.12261511782919746,0.0018955976069170836
2,beta,2.968466915533769,0.018664659818864397
3,delta_H0_0,-0.3388455296222439,0.21345530023879988
4,delta_H0_1,0.38436165811624545,0.13998975239423686
5,delta_H0_2,-0.20639450725044625,0.12799228942586308
6,delta_H0_3,-0.24424316050922315,0.1943979399817794
7,delta_H0_4,0.11672884325136229,0.15687010970491685
8,delta_H0_5,-0.20644554676325932,0.2575679472502027
9,delta_H0_6,0.13921798150742898,0.18167671090772386
10,delta_H0_7,0.4405783857447681,0.25789473957231235
11,delta_H0_8,-0.32692668929011187,0.3984002810987096
12,delta_H0_9,-0.025073357213090727,0.6946451711881136
13,delta_H0_10,0.27858768578799153,0.635398319408027
14,delta_H0_11,-0.8668816925018071,0.43574378357912946
