color,Amp,method,ra_in,dec_in,H0_fit,delta_H0_fit,ra_fit,dec_fit
purple,1,clustering,324.0,72.0,69.75411908921386,-0.6153569293479971,-0.9052912151977899,-1.369982935770458
purple,1,clustering,324.0,72.0,69.63023480498104,-0.9103606530169972,-7.626139081313506,-1.5539525437290052
purple,1,clustering,324.0,72.0,69.64537476620968,0.9191432692642001,-0.6748408709509573,1.2568660172978987
purple,1,clustering,324.0,72.0,69.53657157174848,1.234797403019348,0.09100738751108613,1.3037626009231016
purple,1,clustering,324.0,72.0,69.69459090583742,0.8722895922845649,-1.102396790833822,1.1446707660869655
purple,1,clustering,324.0,72.0,69.7872169962029,-0.5705489347330344,1.4580847254513718,-0.9742219329165993
purple,1,clustering,324.0,72.0,69.5777633475345,-1.0503591345270358,-0.6588586467799186,-1.7167294629656333
purple,1,clustering,324.0,72.0,69.79414702980716,-0.5438713872837752,1.4031737608141468,-1.1449008185522167
purple,1,clustering,324.0,72.0,69.71294117399704,0.7341758091834056,-0.9966290785602203,1.2407710448364564
purple,1,clustering,324.0,72.0,69.81562044914877,-0.4747172609705716,-0.09796062810680191,-1.3311976516813286
brown,1,clustering,0.0,0.0,70.16820896804634,0.8133587121322623,0.39175554579373184,-0.4138198879375855
brown,1,clustering,0.0,0.0,70.03891897649608,0.7757446913234268,0.2553238284154963,-0.02792450203599202
brown,1,clustering,0.0,0.0,69.98263188480581,1.0350276794695585,0.03525188335489779,0.12077451115670887
brown,1,clustering,0.0,0.0,69.92427886257981,1.1225690058681728,0.19360453787030427,0.21278533866408736
brown,1,clustering,0.0,0.0,70.07113091847917,0.9401423066035525,-0.1650074933737363,-0.14986476466035936
brown,1,clustering,0.0,0.0,70.16163721558284,0.8127612512298192,-0.20331127076748517,-0.4798376167555463
brown,1,clustering,0.0,0.0,69.96647562808714,0.8654878163192865,0.051337501294349795,0.11185102712813319
brown,1,clustering,0.0,0.0,70.24696048951888,0.8705482603237746,-0.02513857514773394,-0.6910372614984934
brown,1,clustering,0.0,0.0,70.1172234062575,0.8996528530434379,0.01651761416635204,-0.2940292034981422
brown,1,clustering,0.0,0.0,70.25573552675593,0.8629429105765115,0.27577857727042854,-0.6844247330028892
pink,1,clustering,330.0,-29.999999999999996,70.33322612627745,0.9213662735783704,-0.261801201944233,-1.057953865567168
pink,1,clustering,330.0,-29.999999999999996,70.21742510464733,0.7673418106240565,-0.4199064565463629,-0.7492518592893809
pink,1,clustering,330.0,-29.999999999999996,70.18564274019874,0.9629831340320526,-0.474584502969989,-0.47247499106546986
pink,1,clustering,330.0,-29.999999999999996,70.09156913108176,0.8934346612477899,-0.24094062009689265,-0.2694479913333994
pink,1,clustering,330.0,-29.999999999999996,70.13136019253257,0.9673527038794731,-0.6478299477731403,-0.3879682294666461
pink,1,clustering,330.0,-29.999999999999996,70.31769241653339,1.1262445242218704,-0.88983761146568,-0.8611095179873401
pink,1,clustering,330.0,-29.999999999999996,70.1558511903515,0.812117454778135,-0.4900023386617123,-0.508281204850375
pink,1,clustering,330.0,-29.999999999999996,70.36935736966767,1.126097550358882,-0.7745517197557187,-0.9621861480473043
pink,1,clustering,330.0,-29.999999999999996,70.32135229730271,1.1139511267498077,-0.6538811213208643,-0.8632702839494354
pink,1,clustering,330.0,-29.999999999999996,70.37152860564439,1.0272316824078733,-0.4753364589031596,-1.1275216507003185
orange,1,clustering,100.0,-25.0,70.3574971525948,-1.4671055217537476,-1.197429273446354,0.5620582229271873
orange,1,clustering,100.0,-25.0,70.20176658602914,-1.2142240669320272,-1.24069160133998,0.365419848851008
orange,1,clustering,100.0,-25.0,70.1409334365565,-0.963040053386951,-1.4505178474698324,0.28589471053737003
orange,1,clustering,100.0,-25.0,70.11576370960492,1.1120019071216578,1.6126887187057684,-0.14864648927103663
orange,1,clustering,100.0,-25.0,70.23748672062476,-0.9231831086222955,-1.2804377158571472,0.6770807269124678
orange,1,clustering,100.0,-25.0,70.41710900951107,-1.2953592911174867,-1.0356681220276522,0.8317736318972881
orange,1,clustering,100.0,-25.0,70.160165956396,-1.055036104702287,-1.283016768104217,0.33160380537543643
orange,1,clustering,100.0,-25.0,70.41574804813736,-1.3935808824926466,-1.0761648939876047,0.8062802631407999
orange,1,clustering,100.0,-25.0,70.36408073027008,-1.228286915470841,-1.2361906884288751,0.7041034802057894
orange,1,clustering,100.0,-25.0,70.37236565661935,-1.4199883032509877,-1.161832471636058,0.5891677541291372
red,1,clustering,-135.0,-52.0,70.4204032203238,-1.3216715116356486,0.19476894044331844,0.9802185622924035
red,1,clustering,-135.0,-52.0,70.28072366717741,-1.0299303438870135,0.34007642947946587,0.8464290249875913
red,1,clustering,-135.0,-52.0,70.26270061756243,-0.9090729118129209,0.7498225306318488,0.9144811955868808
red,1,clustering,-135.0,-52.0,70.20555373939246,-0.6837845387424366,0.6618372403124485,0.9245331079142589
red,1,clustering,-135.0,-52.0,70.32064100840986,-1.218483798484733,0.9039963481815885,0.8773162069010761
red,1,clustering,-135.0,-52.0,70.43301909344473,-1.5489550641614764,0.680116661603767,0.9198876601454048
red,1,clustering,-135.0,-52.0,70.28335585629723,-0.9894215462462363,0.562234288344592,0.826542613317932
red,1,clustering,-135.0,-52.0,70.43375497711463,-1.441260487952991,0.5949991660148141,0.9625523648293336
red,1,clustering,-135.0,-52.0,70.36054291657862,-1.169753282490892,0.643176316647754,0.960306206425708
red,1,clustering,-135.0,-52.0,70.41529694546007,-1.3631186570300131,0.250100936887374,0.9562989367359753
blue,5,fixe,270.0,-29.999999999999996,70.66657537909114,4.432024709426893,-1.5997623278601398,-0.5347088555538431
blue,5,fixe,270.0,-29.999999999999996,70.58022851899744,4.289403430546484,-1.585576161504699,-0.44053217420784574
blue,5,fixe,270.0,-29.999999999999996,70.52907020614494,4.2884029472424094,-1.5407175683660324,-0.40650175717325804
blue,5,fixe,270.0,-29.999999999999996,70.40465448845059,4.0729798331189295,-1.5261747466600668,-0.37124025468837435
blue,5,fixe,270.0,-29.999999999999996,70.5039977726102,4.4272918476426755,-1.5559118848375684,-0.39917010483981896
blue,5,fixe,270.0,-29.999999999999996,70.6337789390711,4.596458072077256,-1.6179704095989478,-0.5528327057845449
blue,5,fixe,270.0,-29.999999999999996,70.53468358800755,4.111028409945845,-1.567991285797991,-0.41216804722721706
blue,5,fixe,270.0,-29.999999999999996,70.60938061486925,4.408366790429282,-1.621495663229359,-0.47400123916553955
blue,5,fixe,270.0,-29.999999999999996,70.41994790441557,4.277071952060235,-1.5859728645759117,-0.41657526379697724
blue,5,fixe,270.0,-29.999999999999996,70.53815229030641,4.2916290426963,-1.5975917312455843,-0.49439478022918576
green,5,fixe,59.99999999999999,-60.00000000000001,71.68643458443907,4.924476908568248,1.0991735165684897,-0.9773844001885071
green,5,fixe,59.99999999999999,-60.00000000000001,71.39011370879567,4.378890609720944,1.03883525698336,-0.8932459330817906
green,5,fixe,59.99999999999999,-60.00000000000001,71.37571039674836,4.403833715341531,0.9815155082917283,-0.8785329509941787
green,5,fixe,59.99999999999999,-60.00000000000001,71.2377170669872,4.261920089146164,0.9989710022679007,-0.7878045250879895
green,5,fixe,59.99999999999999,-60.00000000000001,71.28218221176324,4.2881766574058915,1.006656009091642,-0.8870707030815477
green,5,fixe,59.99999999999999,-60.00000000000001,71.6031511861191,4.746374199203771,1.1220049213911323,-0.9842128326620145
green,5,fixe,59.99999999999999,-60.00000000000001,71.37676823813429,4.539714496256179,1.0611063996090313,-0.8761106967151301
green,5,fixe,59.99999999999999,-60.00000000000001,71.49637407960839,4.621938220373703,1.098566075887237,-0.9671772001744225
green,5,fixe,59.99999999999999,-60.00000000000001,71.4433018581288,4.469482233443112,1.068082450837715,-0.9027585268451055
green,5,fixe,59.99999999999999,-60.00000000000001,71.50551299316528,4.71051144538669,1.1042830558998313,-0.9234775868869504
c,5,fixe,36.0,45.0,69.53595275636226,3.5760498121026414,0.7072502157025379,0.5841771583235775
c,5,fixe,36.0,45.0,69.33118167085496,4.0944749555467,0.6851551170837874,0.6796737352946725
c,5,fixe,36.0,45.0,69.31894947067713,4.129471484395701,0.6177610392997057,0.6571825827068745
c,5,fixe,36.0,45.0,69.22190674361975,4.415982605653631,0.6649828262963317,0.7101187379239251
c,5,fixe,36.0,45.0,69.28498281705637,4.101872941852253,0.6022798496421096,0.712890079830367
c,5,fixe,36.0,45.0,69.49948198881317,3.5385447097628417,0.648797492387043,0.6544069712464515
c,5,fixe,36.0,45.0,69.22395215044473,3.9707035291113835,0.6658253605174786,0.6906867873384929
c,5,fixe,36.0,45.0,69.46383969410238,3.6656524736198897,0.6752480856768893,0.6353790379208256
c,5,fixe,36.0,45.0,69.345509337199,3.9451482434669063,0.6515235432950071,0.6894619953953043
c,5,fixe,36.0,45.0,69.4629807931605,3.760499101499834,0.7068236988986109,0.6449534583033444
y,5,fixe,108.0,-330.0,69.6723055605966,-4.206330949611966,-1.1428042204959432,-0.27368334910576425
y,5,fixe,108.0,-330.0,69.40872011790468,-4.354906513376876,-16.898731992794648,-2.7448958521293845
y,5,fixe,108.0,-330.0,69.45408131349765,-4.224820968294096,-1.2319416903948697,-0.41491751382943504
y,5,fixe,108.0,-330.0,69.39187438359723,-4.4985711263383426,-1.2399899808753787,-0.4805272182200489
y,5,fixe,108.0,-330.0,69.40796408479825,-4.192649842131224,-1.1905212891614112,-0.4730800345806792
y,5,fixe,108.0,-330.0,69.67370791417886,-4.131910011118584,-1.1123650896102213,-0.31786206348944407
y,5,fixe,108.0,-330.0,69.4625994167314,-4.233771981673546,-1.1724370738122962,-0.4039036009885843
y,5,fixe,108.0,-330.0,69.55938209518297,-4.156574572039557,-1.1325577078331468,-0.31779942266502487
y,5,fixe,108.0,-330.0,69.61181196608635,-4.1598331538065185,-1.1593512626494253,-0.38248972374246343
y,5,fixe,108.0,-330.0,69.60987764702028,-4.266501228345255,-1.147844479815911,-0.3468678615880313
m,5,fixe,252.0,45.0,68.98212557764504,-4.213135026375364,1.1310024879507914,-0.5674719592424576
m,5,fixe,252.0,45.0,68.93166767472498,-4.328640186190374,1.1490219229581973,-0.6447424298925017
m,5,fixe,252.0,45.0,68.91392445376567,-4.426868021731509,1.213766214544788,-0.6635262880445745
m,5,fixe,252.0,45.0,68.8436752432165,-4.5057707793540684,1.2009911231059582,-0.7120366151470351
m,5,fixe,252.0,45.0,68.94102223320255,-4.66271550793627,1.2232301389155884,-0.6390670483382197
m,5,fixe,252.0,45.0,68.99513779636109,-4.298619254308885,1.1500271012070318,-0.5268994188514668
m,5,fixe,252.0,45.0,68.91528827755391,-4.561378132031454,1.1700472644553324,-0.6684044302301795
m,5,fixe,252.0,45.0,69.00295780309754,-4.376179259677546,1.132408132397152,-0.5833868307862438
m,5,fixe,252.0,45.0,68.8684955935146,-4.540407730646269,1.1759176440585712,-0.6262671187097397
m,5,fixe,252.0,45.0,68.95539650736661,-4.3670240001487866,1.1427870523876507,-0.5989533709253166
purple,5,fixe,324.0,72.0,68.93194409909746,3.204106658408649,-0.9643627487346588,1.209867960382952
purple,5,fixe,324.0,72.0,68.82236025678831,3.6452485027887933,-0.8085020390410169,1.2480163340914416
purple,5,fixe,324.0,72.0,68.80535819801729,3.7519166388851626,-0.7681050629069435,1.1902667742808684
purple,5,fixe,324.0,72.0,68.72446962427985,3.976349014543045,-0.7199307040977081,1.2431220244678194
purple,5,fixe,324.0,72.0,68.81183062776698,3.8950124254905925,-0.9042731738845432,1.17806668127014
purple,5,fixe,324.0,72.0,68.92808682311605,3.311874691479823,-1.0694925730327092,1.158109936686538
purple,5,fixe,324.0,72.0,68.7424423374932,3.776746843681142,-0.9163134585631384,1.2285153970348583
purple,5,fixe,324.0,72.0,68.92747906079961,3.386403104947344,-0.9983475646805003,1.2047629052814979
purple,5,fixe,324.0,72.0,68.78312703409911,3.7078562240999076,-0.9409538528617643,1.2041861100805373
purple,5,fixe,324.0,72.0,68.90162879736299,3.4225230661753274,-0.9730607219540609,1.2254888661791505
brown,5,fixe,0.0,0.0,70.59847612120132,4.661666010402267,0.07487722040924105,-0.13684317667567833
brown,5,fixe,0.0,0.0,70.37730486433978,4.783977658009756,0.07116392716297146,0.015933528892786097
brown,5,fixe,0.0,0.0,70.31284671100799,4.956855187989205,0.04823953400957435,0.006071896723041071
brown,5,fixe,0.0,0.0,70.16958462853349,4.983443906218753,0.09230726657892666,0.07253726124889255
brown,5,fixe,0.0,0.0,70.26069343422085,4.835726634586616,0.03549335689709233,0.018740346050088622
brown,5,fixe,0.0,0.0,70.49747540079956,4.578652828355314,0.03132781924251521,-0.10108577827272788
brown,5,fixe,0.0,0.0,70.18951510560898,4.739793196772608,0.08078549945126144,0.0049566857366080685
brown,5,fixe,0.0,0.0,70.46970244510683,4.628855107037157,0.049469918276477426,-0.0657446189608492
brown,5,fixe,0.0,0.0,70.24007468700677,4.731303618723005,0.06404362398346458,0.015078898510806595
brown,5,fixe,0.0,0.0,70.43099333224302,4.638509217262123,0.08773528614070512,-0.06508236380634339
pink,5,fixe,330.0,-29.999999999999996,71.08600270140795,4.6329725013322705,-0.42488956358224256,-0.5590184406835438
pink,5,fixe,330.0,-29.999999999999996,70.9157371855708,4.440089081990064,-0.4244697077432748,-0.4221846185084192
pink,5,fixe,330.0,-29.999999999999996,70.84916211822572,4.601805442751586,-0.4217103922262392,-0.40483897145799075
pink,5,fixe,330.0,-29.999999999999996,70.68224149831536,4.454793503593211,-0.3758781282338623,-0.34164221339112766
pink,5,fixe,330.0,-29.999999999999996,70.80287396105989,4.555674525300503,-0.44698487429246264,-0.4147093573109684
pink,5,fixe,330.0,-29.999999999999996,70.97907981566335,4.5881767892152965,-0.4644291262510233,-0.5460246000518965
pink,5,fixe,330.0,-29.999999999999996,70.7603885298054,4.384102255260585,-0.39146712260556826,-0.42133025289829873
pink,5,fixe,330.0,-29.999999999999996,70.97950407601684,4.48415874868663,-0.45301452983137536,-0.49764758245479074
pink,5,fixe,330.0,-29.999999999999996,70.72314349727525,4.382719042359631,-0.4224224583871114,-0.41465887795170936
pink,5,fixe,330.0,-29.999999999999996,70.91036109250076,4.453200865328724,-0.4032836412947636,-0.5062697562278913
orange,5,fixe,100.0,-25.0,71.0262581957116,-5.068939371212375,-1.3694441739353436,0.4896730201922222
orange,5,fixe,100.0,-25.0,70.69850331185506,-4.72704105633018,-1.4052631665966713,0.3799900007638268
orange,5,fixe,100.0,-25.0,70.73380421825908,-4.659916835495356,-1.446344561030602,0.3812362922972785
orange,5,fixe,100.0,-25.0,70.63415342754617,-4.672958120993419,-1.4600729236699805,0.2897814032340411
orange,5,fixe,100.0,-25.0,70.64727557563936,-4.527110219118606,-1.4175427663577216,0.35756883337140755
orange,5,fixe,100.0,-25.0,70.98799308638145,-4.924796178486772,-1.3421940726399075,0.46948768376533156
orange,5,fixe,100.0,-25.0,70.76086648263315,-4.795549675728926,-1.4081790760323913,0.39477242339535756
orange,5,fixe,100.0,-25.0,70.84063255393043,-4.865943443916084,-1.3557568986121753,0.4629682136360207
orange,5,fixe,100.0,-25.0,70.89423426287985,-4.7696211309363346,-1.3889127889527397,0.4118868652920843
orange,5,fixe,100.0,-25.0,70.89191532134413,-4.938925633021271,-1.3788736206429926,0.4280742964664196
red,5,fixe,-135.0,-52.0,71.05931464632985,-4.501499872007835,0.7068573716691611,0.8892752463669906
red,5,fixe,-135.0,-52.0,70.91433033487387,-4.208417464330823,0.74422426079285,0.8209491584475085
red,5,fixe,-135.0,-52.0,70.88486965952875,-3.9859406780774544,0.7912063683019305,0.8095501202773481
red,5,fixe,-135.0,-52.0,70.78255041920224,-3.725388616654693,0.780109078134833,0.794280627698272
red,5,fixe,-135.0,-52.0,70.84409857340543,-4.090472342748829,0.8154430067326078,0.7853464972091259
red,5,fixe,-135.0,-52.0,71.02454761505922,-4.636708429622757,0.6977512963993749,0.8874077716766523
red,5,fixe,-135.0,-52.0,70.95761691856715,-3.9761798561192236,0.7316054309389891,0.8216513873530555
red,5,fixe,-135.0,-52.0,70.95443968453579,-4.434464549996199,0.7115095374006285,0.8296568299531961
red,5,fixe,-135.0,-52.0,70.88341753559142,-4.183711573593083,0.7454118025400757,0.8099418466141791
red,5,fixe,-135.0,-52.0,70.92198464910825,-4.287853413198873,0.7062360929068926,0.8587199747280226
blue,3,fixe,270.0,-29.999999999999996,70.4707681548379,2.74509693200627,-1.6469800127445224,-0.6140733628848183
blue,3,fixe,270.0,-29.999999999999996,70.34644752597859,2.5403749099942194,-1.6093379251337454,-0.4564596574996647
blue,3,fixe,270.0,-29.999999999999996,70.30650976334896,2.5420636102467857,-1.5312162546899555,-0.4044291440918204
blue,3,fixe,270.0,-29.999999999999996,70.1980432080636,2.3323158057555293,-1.5113381884576922,-0.33364558817898465
blue,3,fixe,270.0,-29.999999999999996,70.28306686214357,2.681939101516674,-1.5609767318997783,-0.3814545169695919
blue,3,fixe,270.0,-29.999999999999996,70.42767260602194,-2.8718378228880446,1.4738826048619775,0.6050570233768129
blue,3,fixe,270.0,-29.999999999999996,70.31335487002406,2.424715016720075,-1.588945593692442,-0.41862815531923186
blue,3,fixe,270.0,-29.999999999999996,70.40270545331971,-2.7166296632034337,1.4689791519510658,0.5215607563130004
blue,3,fixe,270.0,-29.999999999999996,70.25566699338647,2.5793080331036444,-1.613912631826645,-0.4289209438603229
blue,3,fixe,270.0,-29.999999999999996,70.35657055513201,2.593864256501289,-1.6416848919892923,-0.5452550975730637
green,3,fixe,59.99999999999999,-60.00000000000001,71.07238811471095,3.1155251136615316,1.169047587354207,-1.0190870957586724
green,3,fixe,59.99999999999999,-60.00000000000001,70.82361562757116,2.6251917332128603,1.079832268423862,-0.8947894719700097
green,3,fixe,59.99999999999999,-60.00000000000001,70.81066483553715,2.627864824072058,0.9745612533242695,-0.8697094663465527
green,3,fixe,59.99999999999999,-60.00000000000001,70.68898568109196,2.501863278102931,1.0052213531787824,-0.7304469687173478
green,3,fixe,59.99999999999999,-60.00000000000001,70.74050769091511,2.489373809641511,0.9952294443959843,-0.8913578405042051
green,3,fixe,59.99999999999999,-60.00000000000001,71.0108696230797,2.967837174288358,1.1950992339808562,-1.042276108480686
green,3,fixe,59.99999999999999,-60.00000000000001,70.8053947585132,2.7004038790614127,1.0953545939876659,-0.8750347966248664
green,3,fixe,59.99999999999999,-60.00000000000001,70.9245795756814,2.8399304378857932,1.169381109390592,-1.010292338783508
green,3,fixe,59.99999999999999,-60.00000000000001,70.85190357358451,2.654400908488589,1.1036917628509995,-0.9178493003468151
green,3,fixe,59.99999999999999,-60.00000000000001,70.92521428867165,2.8992348608108363,1.168232947321159,-0.9471131888364765
c,3,fixe,36.0,45.0,69.79202138674786,1.9990438936661077,0.7644589577326801,0.5033459369543734
c,3,fixe,36.0,45.0,69.59619492607621,2.4435729430935997,0.7190190285582252,0.6759383782162195
c,3,fixe,36.0,45.0,69.58489889618835,2.5124121251175415,0.6157224970530808,0.6521643098306156
c,3,fixe,36.0,45.0,69.48745275880464,2.792687734260635,0.6816160997399426,0.727987853578905
c,3,fixe,36.0,45.0,69.55067245524312,2.4679166088931743,0.5837086773611628,0.7331077860317344
c,3,fixe,36.0,45.0,69.758841812533,1.9205501919949444,0.6894545723295543,0.600353035952397
c,3,fixe,36.0,45.0,69.52596468908358,2.38702944114222,0.69708541880945,0.6944340505861433
c,3,fixe,36.0,45.0,69.7142874177097,2.052482354388809,0.719121341952097,0.6049939418681433
c,3,fixe,36.0,45.0,69.60961855294345,2.31678592029283,0.6718457516058964,0.6926385604196638
c,3,fixe,36.0,45.0,69.71076224245711,2.1637002247973998,0.7623433534613517,0.610804938155706
y,3,fixe,108.0,-330.0,69.87143819359491,-2.5663691396825965,-1.1131908762893985,-0.18169857270366482
y,3,fixe,108.0,-330.0,69.64251971801764,-2.6655460923870495,-1.176844888826951,-0.37998690067611823
y,3,fixe,108.0,-330.0,69.66645621784319,-2.5461401193215933,-1.241866383246624,-0.41446213324880127
y,3,fixe,108.0,-330.0,69.5895654290083,-2.8120639133032883,-1.2600040009746987,-0.5090619923717067
y,3,fixe,108.0,-330.0,69.62469829591436,-2.5010690335526724,-1.1770604233540622,-0.4918701357534899
y,3,fixe,108.0,-330.0,69.863311979393,-2.471290636832502,-1.0621942154132498,-0.22870080425432032
y,3,fixe,108.0,-330.0,69.66935228347897,-2.5959861457304716,-1.1602773224372933,-0.3958055491417486
y,3,fixe,108.0,-330.0,69.77184742356498,-2.5113572305373286,-1.0878048242562288,-0.2555040075457211
y,3,fixe,108.0,-330.0,69.77065957945888,-2.5115617888800315,-1.133058281262306,-0.3655082224728137
y,3,fixe,108.0,-330.0,69.79866847004654,-2.6071689712726314,-1.1201567775934178,-0.29123729809647775
m,3,fixe,252.0,45.0,69.45326584109365,-2.4388511305698586,1.0797431176889682,-0.4882589872354412
m,3,fixe,252.0,45.0,69.3522950404204,-2.5904110441338,1.118760260315317,-0.6413541596574841
m,3,fixe,252.0,45.0,69.33653373780287,-2.6622347029521793,1.2221445847031158,-0.6692065389607328
m,3,fixe,252.0,45.0,69.26291114040609,-2.7330664588032305,1.2045461159457456,-0.7616418773396243
m,3,fixe,252.0,45.0,69.3408003460273,-2.8728710017878796,1.227656918838743,-0.6378625792735032
m,3,fixe,252.0,45.0,69.45001263071684,-2.55875647800873,1.1033670952476837,-0.44182385007564257
m,3,fixe,252.0,45.0,69.33486118021376,-2.7441390009032305,1.1443064583521527,-0.6726601881949694
m,3,fixe,252.0,45.0,69.43199623569836,-2.6128623149905734,1.0857440740612707,-0.5265460291768204
m,3,fixe,252.0,45.0,69.3146851234134,-2.7501097104492014,1.1508678585339709,-0.6129143948972529
m,3,fixe,252.0,45.0,69.4018300578815,-2.5632037378021626,1.090353113169835,-0.5585131490484392
purple,3,fixe,324.0,72.0,69.4249289194542,1.7027918273190872,-1.0660108180439736,1.2142325011343078
purple,3,fixe,324.0,72.0,69.28728283120576,2.1693751506389756,-0.8259988592112207,1.2735335332827729
purple,3,fixe,324.0,72.0,69.27275287492076,2.2818509364490747,-0.7399722136148017,1.1883807557274237
purple,3,fixe,324.0,72.0,69.18581662885293,2.51993274849841,-0.6262758872179914,1.2661922176173654
purple,3,fixe,324.0,72.0,69.2630573881878,2.405824689109574,-0.9468234008452511,1.171730130145294
purple,3,fixe,324.0,72.0,69.41033351897899,1.8021795396906195,-1.2230839130365194,1.1319142382648217
purple,3,fixe,324.0,72.0,69.23280552198732,2.2738946430581164,-0.9363109014367437,1.2530296529786893
purple,3,fixe,324.0,72.0,69.38802887964225,-1.9011115893138146,1.9965827964970462,-1.2062416946935117
purple,3,fixe,324.0,72.0,69.26763940655862,2.2065861884456597,-1.0119402301918363,1.2134249669403065
purple,3,fixe,324.0,72.0,69.36845706939582,-1.9336160962577618,-1.0579860023739462,-1.8924009222007303
brown,3,fixe,0.0,0.0,70.40807082231326,2.7278290112832586,0.09071417823891662,-0.21694306835639063
brown,3,fixe,0.0,0.0,70.21914133072198,2.814399203674129,0.08733403886845921,0.006358194732571094
brown,3,fixe,0.0,0.0,70.18259123839209,2.991914464679816,0.05297896806409696,-0.0003964420480484062
brown,3,fixe,0.0,0.0,70.05174167250416,3.0337718719492313,0.11416191486508712,0.11052286088245676
brown,3,fixe,0.0,0.0,70.13924363738428,2.8820069100024233,0.022296192605942757,0.02500477077163385
brown,3,fixe,0.0,0.0,70.34056906150408,2.6411023321405853,0.020433292798123094,-0.18129492266625089
brown,3,fixe,0.0,0.0,70.10163444148108,2.7976008323630692,0.0962440366264453,0.0035695920666255357
brown,3,fixe,0.0,0.0,70.3134317251555,2.667056963020571,0.05279049770834251,-0.1253132978639817
brown,3,fixe,0.0,0.0,70.14204231025666,2.7697799630847566,0.06544441631366386,0.001578104628352462
brown,3,fixe,0.0,0.0,70.28590010568603,2.698975801250457,0.10979258141102952,-0.11447225117445323
pink,3,fixe,330.0,-29.999999999999996,70.70794437688542,2.7894293224358715,-0.4268170679094076,-0.6454261788041042
pink,3,fixe,330.0,-29.999999999999996,70.53996119976264,2.5972922495114403,-0.4182229611224188,-0.440775856322494
pink,3,fixe,330.0,-29.999999999999996,70.48798522881738,2.7529754304740286,-0.4138725125957283,-0.3952224374952701
pink,3,fixe,330.0,-29.999999999999996,70.3593945929061,2.6185761348514998,-0.34509929123120936,-0.30132392666686314
pink,3,fixe,330.0,-29.999999999999996,70.44536602152856,2.7071783990249534,-0.4669563611414813,-0.39417409946195847
pink,3,fixe,330.0,-29.999999999999996,70.63630478778842,2.7677432696171396,-0.49995922634430434,-0.6294460720787242
pink,3,fixe,330.0,-29.999999999999996,70.44176305683199,2.561953890812479,-0.38397071907762953,-0.4301479002883664
pink,3,fixe,330.0,-29.999999999999996,70.61220821343885,2.6471367659713696,-0.47668276714583874,-0.5632897420615497
pink,3,fixe,330.0,-29.999999999999996,70.43051115540197,2.575089245444313,-0.4350730551669295,-0.4361037637387961
pink,3,fixe,330.0,-29.999999999999996,70.57169830948224,2.6265073275342123,-0.40064917873151495,-0.5676029272706573
orange,3,fixe,100.0,-25.0,70.68826361267578,-3.1945482778629923,-1.3338216582083762,0.5493522001740437
orange,3,fixe,100.0,-25.0,70.41696956585089,-2.8777098608810623,-1.388315492494375,0.38349523647404454
orange,3,fixe,100.0,-25.0,70.43358366597776,-2.790060819048188,-1.455480730374457,0.3814945945860965
orange,3,fixe,100.0,-25.0,70.33505914986142,-2.8210288878130965,-1.4741547954930116,0.2441155710472467
orange,3,fixe,100.0,-25.0,70.36704203451598,-2.6463332850869064,-1.4103632090989144,0.3535031202239429
orange,3,fixe,100.0,-25.0,70.65050705279424,-3.06001767330744,-1.2934666433345423,0.5321998321823803
orange,3,fixe,100.0,-25.0,70.44719452913496,-2.9039084271227016,-1.3935477658093123,0.3908150924746858
orange,3,fixe,100.0,-25.0,70.53963006070708,-2.9996945660721743,-1.3112709367347732,0.5045644620901355
orange,3,fixe,100.0,-25.0,70.53704251880475,-2.8680036331517664,-1.3639218271102118,0.4235858080422888
orange,3,fixe,100.0,-25.0,70.56603786229712,-3.060879384476036,-1.347946170649745,0.457720220437339
red,3,fixe,-135.0,-52.0,70.70489006071058,-2.8956602582928452,0.6484557310045272,0.9241347552782376
red,3,fixe,-135.0,-52.0,70.53967074298143,-2.51841182207366,0.706163994394243,0.8214922678935056
red,3,fixe,-135.0,-52.0,70.52333024821836,-2.35495802677155,0.7961723320277218,0.8155455508448727
red,3,fixe,-135.0,-52.0,70.42258538018172,-2.082304264006731,0.7613345983314349,0.775408994689623
red,3,fixe,-135.0,-52.0,70.48541005448887,-2.445101265599547,0.8300611655082692,0.7619436630683476
red,3,fixe,-135.0,-52.0,70.67274772123886,-3.0010629196932523,0.6596383754473656,0.9044925276720556
red,3,fixe,-135.0,-52.0,70.56503171691203,-2.3736055981633752,0.6949781208086527,0.8173363936562565
red,3,fixe,-135.0,-52.0,70.6074225319865,-2.8130903693999523,0.6695413048564373,0.8400813347783394
red,3,fixe,-135.0,-52.0,70.53099752047713,-2.5525458259324885,0.7217228841437415,0.8041099525436939
red,3,fixe,-135.0,-52.0,70.58505533178563,-2.679587390959123,0.6480847429363928,0.8756677495718628
blue,1,fixe,270.0,-29.999999999999996,70.28320034043459,-1.1512084876897597,1.242454902210759,0.9038920250040756
blue,1,fixe,270.0,-29.999999999999996,70.12106894401177,-0.8126630033579568,1.4036065798748663,0.5298529358538147
blue,1,fixe,270.0,-29.999999999999996,70.10101211886641,0.8289069304502297,-1.4809044929085775,-0.40615005870691173
blue,1,fixe,270.0,-29.999999999999996,70.000004059024,0.6289901244595492,-1.4201181464053025,-0.0808757330987137
blue,1,fixe,270.0,-29.999999999999996,70.07009149220205,0.9521466533257746,-1.581371451192734,-0.2921400630154841
