,Name,values,errors
0,M_b,-19.10144202189533,0.0
1,alpha,0.12697495179830953,0.0018827520384624061
2,beta,2.949182451104564,0.018156053100003396
3,delta_H0_0,-0.4254061582500204,0.20310963389342196
4,delta_H0_1,0.09937893913452166,0.14219533207975077
5,delta_H0_2,-0.06653064946519754,0.1280473495773824
6,delta_H0_3,-0.1907955278362352,0.19857996348037601
7,delta_H0_4,-0.024753925046810787,0.1661240541353923
8,delta_H0_5,-0.10505708549399963,0.26934961543569824
9,delta_H0_6,0.5485358767555665,0.1958026374080759
10,delta_H0_7,-0.03517918574846117,0.24852499928557775
11,delta_H0_8,-0.24009348695235844,0.3387543567386622
12,delta_H0_9,1.011674403168955,0.6518087467835207
13,delta_H0_10,0.5508189426732573,0.6001797854911045
14,delta_H0_11,0.2148690929216502,0.4238566851625743
