,Name,values,errors
0,M_b,-19.10427004387786,0.0
1,alpha,0.12740740514597487,0.0019759410352624745
2,beta,2.956421537021904,0.018919269821023592
3,delta_H0_0,0.011674025149936474,0.20285032020944965
4,delta_H0_1,0.14143226064489428,0.22164553136465948
5,delta_H0_2,-0.2900645432067348,0.2389471990588507
6,delta_H0_3,0.29036565947465975,0.2008350396660077
7,delta_H0_4,0.1233680134909168,0.2034347044587735
8,delta_H0_5,-0.16380029668067517,0.16665993337752147
9,delta_H0_6,0.16679151426932698,0.19539888749272824
10,delta_H0_7,0.2549618424688449,0.21446621122827333
11,delta_H0_8,-0.24449388962669297,0.2125521559884764
12,delta_H0_9,-0.41914645372461967,0.2243706289320627
13,delta_H0_10,0.08053705901639316,0.20137728360788765
