,Name,values,errors
0,M_b,-19.101127449025935,0.0
1,alpha,0.1280601048843503,0.001914175292243268
2,beta,2.9917240990019,0.018685840450048855
3,delta_H0_0,0.02315418802727436,0.2091604713266939
4,delta_H0_1,-0.11071090714705707,0.19473020326833929
5,delta_H0_2,0.10703066270960712,0.16037612531522896
6,delta_H0_3,0.3738937714863845,0.18777875011842018
7,delta_H0_4,-0.40230206702598775,0.21643592300599127
8,delta_H0_5,0.0259938488521093,0.20193618319820045
9,delta_H0_6,-0.13407665113763015,0.21322763413423712
10,delta_H0_7,0.26278357046092354,0.2076594140869705
11,delta_H0_8,-0.18805764248734874,0.2150463033328881
12,delta_H0_9,-0.08406451729288184,0.2040771194465462
13,delta_H0_10,-0.11329821721247095,0.24332314547144576
