,$\delta H_0$,Error,ra,dec
0,-3.965117159046681,0.21792079194901193,1.8721581681214488,0.9118947975452717
1,3.943724626456205,0.21078943662613484,4.216358087791505,0.20648749713251813
2,-1.5601324500922655,0.16545190158353726,0.3763706237402764,0.3063058278343962
3,0.8918027949828325,0.23654431590292413,5.938352866609293,0.41107438554079234
4,0.7264290480951664,0.20034229940548984,3.804475321896884,0.8853701998290925
5,1.5324957643871737,0.19452710746168358,4.761014006348675,0.9101639034833425
6,-2.7449842282193493,0.21077900686980292,2.3922366736421474,0.15603062826087766
7,1.290817267148896,0.20988897466383546,3.320533651513688,0.12623335748277675
8,-2.2118693175465904,0.21075311227859742,0.9869736387953703,-0.12599310369103134
9,3.9787247639569725,0.23041037825882357,5.65352149456564,-0.13978477962285774
10,-1.7289548304954645,0.19633869422671266,2.8194965266330394,0.8730985543088654
