,$\delta H_0$,Error,ra,dec
0,-1.2322692601654708,0.18435264184842406,2.8966051444109535,0.8567223149130994
1,-1.2377550233073846,0.15826360317956548,0.37591158948346554,0.32032284445588743
2,3.1383858189350864,0.22366663643707368,5.7209936695503245,-0.11208494967354854
3,-3.573580308511398,0.20510602819911183,1.9282685901066885,0.9621789746758336
4,3.96499924975103,0.21572522152727816,4.360278664449278,0.36807415437794333
5,-2.256988464812218,0.20572936289847116,0.9892690606395864,-0.16739146793753834
6,0.5736490327818966,0.2048363373975796,3.8503328582427367,0.912127474936967
7,0.8094576629776961,0.24946815030333147,5.939992556439673,0.5126803238910291
8,1.3835381821257828,0.20214409061700603,4.821860305557569,0.9262865279704349
9,-2.4187285806139958,0.20068932834917097,2.3876758279844807,0.1765565118300838
10,1.9882955520393233,0.20964887598332013,3.4303343404370623,0.12470270883517864
