,Name,values,errors
0,M_b,-19.092027404852256,0.0
1,alpha,0.12364199570056374,0.001959973589576444
2,beta,2.945353312144987,0.019036899751762204
3,delta_H0_0,0.8910379771317974,0.21761217430626048
4,delta_H0_1,-1.0080465813160056,0.21704290704702428
5,delta_H0_2,-0.6409787469295775,0.22689153898602635
6,delta_H0_3,1.2489825828857397,0.21443821191605825
7,delta_H0_4,-0.07298060058471187,0.1579303355566346
8,delta_H0_5,-0.536609111318577,0.19500745307381778
9,delta_H0_6,0.21552119558916874,0.1810042100119511
10,delta_H0_7,-0.6380705742735877,0.21013324925422877
11,delta_H0_8,-0.11595369268375567,0.2704582399577515
12,delta_H0_9,0.1286916261629203,0.18559191860185728
13,delta_H0_10,0.3470132022030634,0.2018031298648591
