,Name,values,errors
0,M_b,-19.092142681092522,0.0
1,alpha,0.1268428672090446,0.0018815850633664602
2,beta,2.9466507646856805,0.018172289769233508
3,delta_H0_0,-0.40258071803155626,0.20564273304472225
4,delta_H0_1,-0.279844851762069,0.1982659425265943
5,delta_H0_2,-0.6002478097139142,0.21442998043246933
6,delta_H0_3,0.11473851850036086,0.1625524416783876
7,delta_H0_4,1.2051068007487107,0.21159154263917296
8,delta_H0_5,-0.16183177101786955,0.19271778411392865
9,delta_H0_6,0.6873807992008718,0.2014725598989362
10,delta_H0_7,-0.8217088887254433,0.199723896047458
11,delta_H0_8,-0.20732538996268893,0.19091853470931977
12,delta_H0_9,0.6931603590012543,0.20479927166645268
13,delta_H0_10,-0.3156691916612794,0.2729981968157575
