,Name,values,errors
0,M_b,-19.091201920840867,0.0
1,alpha,0.12811578168782717,0.001914425342157214
2,beta,2.9936630382942786,0.018689655071152333
3,delta_H0_0,-0.47940578763145214,0.24502890417681547
4,delta_H0_1,-0.6584461610685934,0.21353637870750464
5,delta_H0_2,-0.3428151344116692,0.15839942380414493
6,delta_H0_3,0.5577022139852251,0.20411616366974905
7,delta_H0_4,0.9934290163055314,0.20918285120817026
8,delta_H0_5,-0.28706037780122956,0.2153192051413989
9,delta_H0_6,-0.06396380615370988,0.20278722479174088
10,delta_H0_7,-0.08498040350398192,0.2154811058648736
11,delta_H0_8,0.16445131540508648,0.20959990153796373
12,delta_H0_9,0.30373340954166633,0.1878706384534022
13,delta_H0_10,-0.152469269904807,0.19561459932302827
