,Name,values,errors
0,M_b,-19.092027404852256,0.0
1,alpha,0.12407595468629048,0.0019586609161275173
2,beta,2.9495197149328276,0.01906622570242975
3,delta_H0_0,-0.8713029990721577,0.2073806762539169
4,delta_H0_1,-0.3435280457863952,0.14821128783546533
5,delta_H0_2,0.22285658518743728,0.1284368801370005
6,delta_H0_3,-0.7288924135872759,0.1877081324561016
7,delta_H0_4,-0.21514317717221787,0.16056260602274713
8,delta_H0_5,-0.37043926562409013,0.27691956057837075
9,delta_H0_6,1.0545558284135519,0.1916337997114585
10,delta_H0_7,0.5378312899434932,0.24738238519937197
11,delta_H0_8,0.5658941212936535,0.3982381907735803
12,delta_H0_9,1.4830208007060393,0.7105443392810278
13,delta_H0_10,2.9699737788407634,0.6142456315280751
14,delta_H0_11,0.19298495538081872,0.42816419868804156
