,time,band,flux,fluxerr,zp,zpsys,field,ccd,comment
0,58534.29247689992,ztfg,-31.659473743730832,170.41881767461103,26.0762188807112,ab,578,4,
1,58534.41788189998,ztfr,-200.53944600324454,88.98528916263193,26.1907205509479,ab,578,4,
2,58538.40130789997,ztfg,21.4048753891676,58.08729519821694,25.4776278965203,ab,578,4,
3,58538.46089120023,ztfr,23.59714730728197,77.93658976950181,25.3667785075312,ab,578,4,
4,58538.46180560021,ztfr,179.9358306074273,62.893606211586985,25.6239412536994,ab,578,4,
5,58539.31585650006,ztfr,-31.985595507406835,28.39450284418931,24.5905106835353,ab,578,4,
6,58539.38083329983,ztfg,6.872580430406233,25.1019158435019,26.156692183916,ab,578,4,
7,58540.31136569986,ztfr,-73.02525356653993,36.30180365825316,26.1072455196677,ab,1574,45,
8,58540.33733800007,ztfr,29.986149996357835,26.34455616861557,25.9391522266768,ab,578,4,
9,58543.38107640017,ztfg,-42.478832408080486,22.57721035504108,24.6516007093012,ab,578,4,
10,58558.25211809995,ztfr,319.41899074527885,50.11990342387074,26.1562384656863,ab,1574,45,
11,58558.35648149997,ztfr,322.44738434324825,26.131532996610197,26.2145813915568,ab,578,4,
12,58561.31832179986,ztfg,436.6933514534939,84.63432473706185,26.2493549725122,ab,578,4,
13,58561.33968750015,ztfr,546.2165191437715,40.6487286725754,26.2115429840009,ab,578,4,
14,58562.31466440018,ztfg,538.6910351228652,170.7033840346095,26.076444062573,ab,578,4,
15,58562.315567099955,ztfg,319.080853755627,120.73159706862172,26.1585510329073,ab,578,4,
16,58562.39722219994,ztfr,200.966339156882,270.865959844044,25.22903268342,ab,578,4,
17,58562.39812499983,ztfr,394.2348734328315,281.12312638817855,25.2793956999153,ab,578,4,
18,58567.29039350012,ztfg,681.1769241270641,27.937293551897653,26.1689764219317,ab,578,4,
19,58567.29129630001,ztfg,664.8355519696652,27.756847364239672,26.1706162710716,ab,578,4,
20,58567.338148099836,ztfi,259.6803797922409,22.418652001425762,25.5268134463029,ab,578,4,
21,58567.36092589982,ztfr,713.2685965317623,30.20423655009645,26.1951107332945,ab,578,4,
22,58567.361828700174,ztfr,695.3958273313328,28.680986685186166,26.1907523348282,ab,578,4,
23,58567.4490278,ztfg,703.4121870512288,49.85627218270942,26.1765493529249,ab,1574,45,
24,58568.25387729984,ztfg,668.7617201208171,19.020951992084353,26.1080647431081,ab,578,4,
25,58568.333449100144,ztfr,333.60271313660564,26.257106533885768,25.3038114993253,ab,578,4,
26,58572.335532399826,ztfg,434.15618019425517,14.649944860540646,25.7766456472291,ab,578,4,
27,58572.33643520018,ztfg,424.7188946046007,15.035881098410481,25.7778493790209,ab,578,4,
28,58572.35671300022,ztfr,575.7942162360372,19.343165630885284,25.9249076964354,ab,578,4,
29,58572.35761569999,ztfr,569.8384669407769,18.86160837388764,25.9280747260874,ab,578,4,
30,58573.275358799845,ztfr,697.2117444269009,21.336525036319724,26.1695292174972,ab,578,4,
31,58573.31586810015,ztfg,609.4182195565215,15.693845285268319,26.2200183951153,ab,578,4,
32,58573.35037040012,ztfi,220.89551850219868,16.424431151148916,25.5160864185455,ab,578,4,
33,58574.35103010014,ztfg,202.93837298734218,13.327650912197203,25.0672625552718,ab,578,4,
34,58575.31565969996,ztfg,405.98770860169986,12.541481616358176,25.8330252609518,ab,578,4,
35,58575.316620400175,ztfg,413.024415593778,12.15987946868953,25.8348922098257,ab,578,4,
36,58575.393368099816,ztfr,426.1778259615758,16.433964790128453,25.7364409077873,ab,578,4,
37,58575.39521990018,ztfr,517.6633150088919,15.451797286478676,25.9611706921542,ab,578,4,
38,58580.30030089989,ztfg,413.2971216699624,14.695722781190108,26.260814735669,ab,578,4,
39,58580.30120369978,ztfg,407.8240231356798,15.435132041023973,26.2732334137268,ab,578,4,
40,58580.325925900135,ztfr,475.48263695490516,31.028618625958536,26.2080147881294,ab,1574,45,
41,58580.3447106001,ztfr,479.1206047133485,23.737370779321964,26.2004595796479,ab,578,4,
42,58580.345671299845,ztfr,465.3236942388648,29.237501794496087,26.1975812777841,ab,578,4,
43,58581.31462959992,ztfg,374.27701938544453,14.269835344865449,26.1979985701497,ab,578,4,
44,58581.36318290001,ztfr,355.1733797228049,22.419410667936518,25.9333719695544,ab,578,4,
45,58581.380335600115,ztfi,122.6583785482216,14.526824109590335,25.359599617335,ab,578,4,
46,58582.290034700185,ztfr,453.91533425641416,16.326834904717604,26.1575242469971,ab,578,4,
47,58582.35172449984,ztfg,241.04326794478075,12.785343092069082,25.9146800197273,ab,578,4,
48,58583.2781134001,ztfr,369.63926065805896,31.284193883232227,26.1653807783996,ab,578,4,
49,58583.27901619999,ztfr,436.7044563430813,29.246285789836296,26.1661372830559,ab,578,4,
50,58583.35696760006,ztfg,288.78129452759293,24.698543623107614,26.1577443764841,ab,578,4,
51,58583.359270799905,ztfg,213.5707286829998,28.240950932940237,26.1436980767957,ab,578,4,
52,58584.29081019992,ztfg,226.7100067930978,21.467719124363192,26.2230968752704,ab,578,4,
53,58584.314641200006,ztfr,392.8436334903376,25.570151828864336,26.1770011685627,ab,578,4,
54,58585.315347199794,ztfr,422.2008800080186,23.51156825998314,26.167437370253,ab,578,4,
55,58586.273333299905,ztfg,231.3568180268919,22.82227445304674,26.2241691200322,ab,578,4,
56,58586.274236099795,ztfg,190.37304640222064,22.48106577612348,26.2361102248793,ab,578,4,
57,58586.296122699976,ztfi,123.41257417320566,17.943939197235245,25.5043329144954,ab,578,4,
58,58586.332025500014,ztfr,444.6361587008385,24.857371288279825,26.1863340205524,ab,578,4,
59,58586.33292819979,ztfr,355.1772178111851,24.841464515870904,26.1761497006225,ab,578,4,
60,58587.30877309991,ztfr,397.0397097820703,25.9144829563843,26.1784921360353,ab,578,4,
61,58587.332615700085,ztfg,192.527854149351,19.76640643882001,26.2385591515993,ab,578,4,
