,Unnamed: 0,idx_orig,z,ra,dec,spec_selection
0,0,1,0.0428230692358186,61.21616842269695,-13.221594850601054,1
1,1,2,0.0447478241897131,238.52661892449063,38.1965449524861,1
3,3,4,0.0402288794967078,298.1160826885876,11.274865937668464,1
4,4,5,0.0754113843507501,158.6272424232123,-12.819026114176973,1
6,6,9,0.0567860630146384,71.68967243988915,-25.41301911384165,1
11,11,26,0.0869487127151612,139.69819611676093,27.00584364186418,1
13,13,28,0.0361297925713085,299.79638724432766,8.983748365524496,1
15,15,34,0.0547762630047783,201.4929674984186,-10.270686409918724,1
18,18,39,0.0714189787122178,15.697130928271342,-3.96335766721552,1
23,23,46,0.0709073670079682,167.62556127630094,-16.043516261263413,1
32,32,67,0.0997008359205754,300.9144090147571,6.2525342764338765,1
34,34,70,0.0291132721820619,223.02921940430568,57.99026520792235,1
36,36,77,0.090928675018199,136.11600323313155,-5.260793980512421,1
37,37,83,0.1037897180938954,114.40424351240932,-6.885107317805293,1
38,38,86,0.0825232300000983,160.73282395036392,25.45250093511269,1
41,41,90,0.0444072764219757,220.1913184167506,-24.854948410296416,1
42,42,94,0.0391599633949884,135.2480828297578,43.18772347337721,1
47,47,101,0.063402260917925,221.24985477042577,19.634202480205964,1
51,51,110,0.1006889663184998,174.7762386730141,47.5716990598004,1
61,61,129,0.0449026834114461,165.4872225428426,26.373814864524068,1
72,72,156,0.0957526360668598,286.40714689590664,35.32192249960736,1
75,75,161,0.0514888968383943,214.901655831997,70.67511975600593,1
82,82,171,0.0614845706663858,198.67996717351284,2.920935768558319,1
85,85,176,0.0710906149612703,263.1096145832421,58.716876564583096,1
86,86,177,0.0779352821668077,160.36455892464312,0.1831429799968789,1
97,97,200,0.1057212672554248,160.75719677549856,47.55340622762831,1
98,98,201,0.1039204316701792,243.1275705170688,64.42837881334685,1
100,100,203,0.1085439895459325,102.51899689264243,13.497449687278834,1
103,103,208,0.1023256876874405,175.73062495536453,25.15764280704451,1
114,114,230,0.0834309922836923,168.23728297147045,48.67069879685994,1
121,121,252,0.0943393041619425,178.64851862415108,-7.537150038483489,1
124,124,258,0.0840247879918951,127.77424301352082,29.582594992025545,1
128,128,264,0.0734205138788553,268.5880355195675,77.25107437373735,1
133,133,273,0.0445199781116268,10.824924525149685,58.05528139278059,1
135,135,278,0.0700141982608098,267.1070412625702,18.876436102280994,1
143,143,303,0.081080942899107,151.089729613081,7.7671962574009346,1
158,158,327,0.0538768668227374,197.05428283744524,-12.364348393038217,1
159,159,328,0.0645702901099629,152.2607815648004,75.00463049309894,1
169,169,353,0.1367190248000514,131.9554996489398,-3.18573182245787,1
173,173,360,0.1352597937032079,343.54057481482283,48.44421793160581,1
174,174,361,0.0640015831847577,231.5413325700967,37.530737830309,1
186,186,384,0.1033554300756085,347.7109436432233,-2.8651781238638554,1
200,200,408,0.0834526490545854,215.5082637559668,-11.419351506993848,1
202,202,411,0.0544989716426409,161.4877846865414,3.282643141127518,1
204,204,413,0.0528460738328643,328.15185783684376,32.70616429736123,1
216,216,429,0.1243740412513638,214.3814715965256,-3.939735780437419,1
217,217,432,0.1395215125946246,133.37417665964637,6.7856859654230295,1
228,228,453,0.0611631272640103,187.41687480451495,33.69255892686069,1
229,229,454,0.0713375404134394,169.59095766611873,45.82436952102061,1
232,232,460,0.1024848735547992,119.55369862317444,6.885335810573189,1
239,239,474,0.0629917377542355,345.1549038914146,-27.055243367799847,1
243,243,478,0.0560686549597267,12.148779982362663,41.95139386978534,1
248,248,490,0.0525076653058242,45.07653866509211,-6.670058212445939,1
249,249,493,0.0933510223826248,223.4949898857861,-9.047622986080713,1
254,254,499,0.0628843122673746,61.42513668565808,-6.678390236939235,1
257,257,505,0.0702825606790928,272.48074009617807,43.93242687488123,1
258,258,506,0.0547208095138366,14.249448239215887,-1.2697809133056712,1
259,259,507,0.0736311629334072,219.57212292319997,27.038536604679635,1
260,260,508,0.1382369896290652,82.11556199782214,-4.892187425423128,1
262,262,510,0.0579733835310303,233.596979769839,69.52732788108216,1
267,267,520,0.0086590213494251,235.30869761323387,1.4942903803795695,1
276,276,534,0.0587835705715328,236.3927811985838,8.519170405220136,1
278,278,537,0.1402865314417526,181.12190057866124,23.537551661434865,1
280,280,543,0.1247672410534437,176.35947697637735,22.827273059234237,1
284,284,550,0.0955008181534381,33.51380902976838,0.398532316872326,1
287,287,553,0.0756303105293402,205.997900423162,49.07338360177414,1
288,288,554,0.0418147652656542,48.15072930075856,31.17558728704779,1
291,291,558,0.0736366321534922,265.5085957096177,9.72207188744654,1
292,292,559,0.1237833247267163,137.89965776513185,61.16455703376521,1
296,296,570,0.0469542674177921,319.4948112279318,-11.625270792991628,1
307,307,588,0.1272453758590307,268.0756447004484,19.943430845778888,1
310,310,596,0.0698813619594846,181.78187968300057,48.00338713990021,1
313,313,599,0.0499761734083422,324.2618704255019,-4.460361271188523,1
320,320,612,0.0735517119750942,60.21430353342798,-6.647948621055285,1
322,322,615,0.1454795512256568,354.4043044471816,31.136599057460323,1
323,323,618,0.061006200442328,220.3048100642737,38.9028587386108,1
328,328,626,0.0386515703526609,185.48752928154025,-1.657531551807368,1
330,330,628,0.1356187891511384,207.03780362443663,-9.485272806789578,1
337,337,644,0.1476864588097322,176.25969798265575,66.92527454005851,1
338,338,645,0.06085000776051,22.884657382231968,-22.27170252543667,1
339,339,649,0.0866595476128479,21.08627760435939,30.63740931736425,1
342,342,656,0.1264910197790598,343.81936123142333,-0.06730160319939,1
344,344,658,0.0689602113312717,127.4660572023046,-1.2104809954491418,1
348,348,665,0.1194430502345913,312.5652204882498,14.035985069171833,1
351,351,677,0.104022084339872,3.069652479267617,31.97484658860717,1
353,353,684,0.100852367375254,260.2310337803237,43.73840854312342,1
354,354,685,0.0286448863668539,107.56830050259876,53.94748069675551,1
358,358,689,0.1314757701464395,72.40217913027827,4.180327598582064,1
362,362,700,0.040603453013781,94.60313732747832,6.774854802188354,1
366,366,705,0.0443143137286772,74.65674086157048,68.32921206618444,1
367,367,706,0.0433978125883504,129.5323180974612,-19.5577273767931,1
