,idx_orig,z,ra,dec
0,1,0.04282306923581865,61.216168422696946,-13.221594850601054
1,2,0.044747824189713195,238.52661892449066,38.1965449524861
2,3,0.14109192063701478,230.9745673870152,39.837289842165355
3,4,0.04022887949670785,298.1160826885876,11.274865937668464
4,5,0.07541138435075011,158.6272424232123,-12.819026114176971
5,8,0.09923587805768815,21.162915713213085,11.417540052908427
6,9,0.05678606301463849,71.68967243988915,-25.41301911384165
7,14,0.10026523874225299,287.9397437544847,49.08983592790919
8,16,0.07478810789947118,60.48677758491144,24.089316800235206
9,17,0.07156387376041977,231.24039989357763,-8.858267970396483
10,24,0.08993060394347847,336.39460877302804,83.36275207958359
11,26,0.08694871271516123,139.69819611676093,27.00584364186418
12,27,0.13215589453920837,63.469798113073125,5.42915437319692
13,28,0.03612979257130853,299.79638724432766,8.983748365524496
14,29,0.10822992667322956,246.59236423119637,53.744775892046405
15,34,0.054776263004778336,201.4929674984186,-10.270686409918723
16,36,0.09883266333116833,123.74514157153243,34.44620073888216
17,38,0.1041909207076997,219.61173876236546,19.95321497130386
18,39,0.07141897871221788,15.697130928271342,-3.9633576672155204
19,40,0.09995761736166953,255.39963169583874,42.44616796160804
20,41,0.10434665044195088,172.46807422909347,64.51954292068584
21,42,0.12051842571192395,255.20624143036235,38.54557463755057
22,45,0.13588709084450645,135.6353783958749,29.578556379601974
23,46,0.07090736700796821,167.62556127630094,-16.043516261263413
24,50,0.1428604213037229,129.48182155484517,77.35747733140296
25,53,0.12019612891998263,316.49148831307053,23.727310134372175
26,54,0.10534515147563728,165.9147330627522,32.93358060645498
27,56,0.09066854024155993,133.50363497267423,-27.493560141093862
28,57,0.09454324335238298,169.74175722991947,31.622652747514312
29,58,0.10025436511485086,229.2901282852856,32.119916379285286
30,61,0.14580385587167194,338.89686627019097,24.739453919634187
31,63,0.11252062541595248,278.08505805331595,77.17124985233932
32,67,0.09970083592057549,300.9144090147571,6.2525342764338765
33,69,0.12200494373315057,38.952033290569965,21.807684969132747
34,70,0.029113272182061986,223.02921940430568,57.99026520792235
35,72,0.1397277758065734,125.82463079035938,71.91081788445538
36,77,0.09092867501819901,136.11600323313155,-5.260793980512421
37,83,0.10378971809389541,114.40424351240932,-6.885107317805293
38,86,0.08252323000009834,160.73282395036392,25.45250093511269
39,88,0.13667657781936232,185.87677802288115,62.156438817699616
40,89,0.1368289161882189,243.3734412318907,3.41867061212015
41,90,0.044407276421975755,220.1913184167506,-24.854948410296416
42,94,0.039159963394988444,135.2480828297578,43.18772347337721
43,95,0.132445783307909,150.10033665635103,58.30911160120092
44,96,0.11858609047807436,3.8126210211726397,15.927495934170846
45,99,0.13189952871332794,266.32394908904394,32.1284153031512
46,100,0.10701216619544547,278.63504252410235,54.79207950642928
47,101,0.06340226091792507,221.24985477042577,19.634202480205964
48,102,0.12388669025699482,26.798275015963103,33.68678588355429
49,106,0.1494385391405963,285.3242191744943,37.142793800622684
50,107,0.1240871212775808,344.14575118026136,53.691150345008396
51,110,0.10068896631849983,174.7762386730141,47.5716990598004
52,112,0.09100505182469391,18.10520333167844,-19.853420607938947
53,115,0.11195603629294097,88.13281878040995,16.139831359092
54,116,0.11419369930644936,251.52386916788333,19.34237058803165
55,120,0.1449236418575312,100.38439531497832,47.329836737207124
56,121,0.1118908901720807,307.1036900472515,9.32864547316774
57,123,0.10597191402255449,185.4712716735138,-1.8293209814748799
58,124,0.07553738788266813,265.9877978409165,-4.122282423892672
59,126,0.09327990680164648,61.056909713414825,-11.730290545287223
60,128,0.10427965942338713,141.46423650666867,50.46696015756603
61,129,0.04490268341144617,165.4872225428426,26.373814864524068
62,130,0.14920450594646967,195.73038822067463,32.56259069552661
63,131,0.1424792234864945,341.62696491745754,-16.809793814337382
64,132,0.1077618909134888,46.89622997304172,-27.119158138697912
65,136,0.13741470288397906,161.8015853273792,34.36928500516492
66,140,0.10728330573211513,152.1037734993855,31.667680867368972
67,142,0.14065943488117194,195.327483392178,10.190558201157799
68,143,0.1434657273604486,39.40192627696094,-21.860701474555093
69,144,0.09994937221826551,223.2235150175215,22.56093037485251
70,153,0.11640404211726488,159.58365393239578,36.444452049596386
71,154,0.08350821012537904,293.793982252121,-4.853736922421681
72,156,0.09575263606685988,286.40714689590664,35.32192249960736
73,157,0.09869839135336349,284.75349168445825,54.19731912609427
74,159,0.12455860746473421,141.06781074732334,43.85871654121733
75,161,0.051488896838394305,214.901655831997,70.67511975600593
76,162,0.10784937851881553,193.38432171024076,-20.026119774410905
77,163,0.09971848519240653,72.01795192799972,39.49805515258412
78,164,0.12089205997572464,156.25302023675354,51.3966730306864
79,168,0.12406621108065767,29.945253902629254,41.53551197756838
80,169,0.1365802782769465,321.75804837812143,18.057588347788062
81,170,0.14021084866722805,145.68023844738227,61.13745696031821
82,171,0.06148457066638581,198.67996717351284,2.920935768558319
83,173,0.12411023197535143,64.09803225656283,22.70012091901357
84,174,0.14395253975499894,25.839300748900715,51.43439895357423
85,176,0.07109061496127034,263.10961458324215,58.716876564583096
86,177,0.07793528216680778,160.36455892464312,0.18314297999687892
87,180,0.13705386809767736,348.86305864670385,42.65745245274219
88,181,0.0853853278093866,194.16505339884526,24.1073168600595
89,183,0.14581813041440234,245.06868828043298,41.27046169775106
90,185,0.09712850847758994,207.065247587955,-5.254643042523057
91,187,0.11789507862494121,113.06027415197923,55.74366652698619
92,188,0.132450220311548,213.07343570283805,15.127175651769033
93,190,0.10109916864478315,0.025495831513930867,17.256134030161974
94,194,0.12745252013923272,253.15708491604593,46.346039012384765
95,196,0.06178470613990877,215.05545678122004,12.566837252639422
96,199,0.10411996158975083,245.17187178313202,36.88898234384726
97,200,0.1057212672554248,160.75719677549856,47.55340622762831
98,201,0.10392043167017927,243.1275705170688,64.42837881334685
99,202,0.09166198244323379,78.34624807649074,-5.759853456459464
100,203,0.10854398954593256,102.51899689264243,13.497449687278834
101,204,0.13597686903692316,329.43014402966065,18.67546950911451
102,206,0.11707860870396067,325.3612015867246,31.628435120525364
103,208,0.10232568768744056,175.73062495536453,25.15764280704451
104,210,0.1223386892575571,230.8633355239598,-3.936728495170533
105,212,0.10274390630600089,198.1023814883723,-4.072201691289043
106,217,0.11613115213750863,346.37614052443655,39.597978062937
