,Unnamed: 0,idx_orig,z,ra,dec,spec_selection
1,1,6,0.0858776588340249,233.74752335682345,12.52720244750342,1
2,2,7,0.1219746500421914,75.14028372547365,23.24953432485791,1
4,4,10,0.0509503325576781,359.06586715601173,3.0623221375599465,1
6,6,12,0.0653186253376993,22.02099334950806,5.473743076662355,1
11,11,22,0.0371956207922908,283.40848997946733,62.97307763741553,1
16,16,31,0.0534200665795925,272.2523248095057,50.217941408784135,1
17,17,32,0.1138614540038635,329.24970459857366,-5.645780672301003,1
25,25,45,0.0915812996431897,148.44340151730523,26.654673818974533,1
34,34,66,0.063546833264347,60.315526236075925,33.31587059702254,1
35,35,67,0.0348805270277508,226.97153257084415,19.105799239964632,1
37,37,72,0.0922363809195417,355.8721414197882,39.03459776710714,1
39,39,75,0.0976674155217907,206.73229298305995,-18.055767739561865,1
40,40,77,0.1339569859195077,342.13284267089904,23.49202134711442,1
41,41,79,0.0629155057244392,157.75168563505275,10.148846080522311,1
43,43,86,0.0861071022256823,180.09283829654478,-8.418317265398237,1
45,45,93,0.0834764748414635,167.71391784368402,57.32897439443056,1
46,46,95,0.0819530016362447,28.876717313988813,14.971796560309992,1
47,47,96,0.1302381118705057,123.91303876461812,37.51411478523063,1
49,49,99,0.040383928200531,92.42250475029152,-24.34943814030081,1
53,53,106,0.0471924308632238,254.3280547726292,-0.4618129448760801,1
55,55,111,0.0459442109832057,257.3883727830918,80.75469746911025,1
67,67,138,0.1325647569621725,155.23081418962823,24.463587675279783,1
68,68,139,0.0821255073395409,356.5718840765433,43.32560246057268,1
79,79,162,0.0426893735053666,72.82110984354479,4.596791720923815,1
80,80,166,0.0326711968109472,272.04768365151784,34.46940129909554,1
86,86,178,0.1112140681875913,6.099136509458405,-25.04197845709407,1
88,88,184,0.0625671479782023,334.46863476189844,46.17937701025858,1
90,90,188,0.1207873941748747,254.1289147964492,4.738858513794255,1
93,93,191,0.1358695181795294,198.2323534139835,-2.2598805801853694,1
94,94,192,0.1079936838436841,245.97254690935068,20.29421574309082,1
96,96,195,0.0567585559919598,123.0403875633252,-18.20893354077287,1
101,101,207,0.0309826398180582,293.881849531497,1.6503746822935583,1
104,104,219,0.0649576605906296,17.620108089528653,20.17747265529647,1
105,105,220,0.0919609261651968,123.37542682476384,-19.85016115955375,1
113,113,232,0.09458823301476,212.33712270964975,61.11626677191329,1
116,116,237,0.061774155671408,318.66142370988103,34.34596816981608,1
120,120,243,0.0784921354686332,121.23296950353658,43.110582795426495,1
122,122,250,0.053999489345306,200.215417642856,30.12551657517433,1
128,128,259,0.0756959408525717,330.7630822869797,0.6652598566470482,1
131,131,264,0.0909456172904218,305.8759038877316,-2.799377678337524,1
135,135,272,0.0671318898690733,96.8842997374217,76.81755672902939,1
136,136,273,0.1465248974115832,199.63049722244352,64.24726821554141,1
140,140,280,0.0177402130685447,231.1453107494888,42.6559566588245,1
141,141,281,0.1008735217487781,122.7904139188459,30.53639817870005,1
143,143,287,0.0729896560748131,254.0161751851332,29.57476386239352,1
154,154,305,0.0615037425623691,155.46518851071465,-5.045603905928633,1
157,157,312,0.0437747174066003,52.65002022847581,-23.491716151683708,1
158,158,313,0.065581362406607,339.3294523715236,-18.0902462214882,1
160,160,315,0.1124124065028189,308.8732292047272,-25.416742329417424,1
161,161,316,0.0438422882465936,185.2595821434512,13.784892760658732,1
165,165,320,0.0582880109612399,79.42513647953598,5.656045743318661,1
174,174,338,0.1009910709694263,16.085761410230486,7.359283478984909,1
180,180,347,0.1441491800397168,129.70619175078286,38.104519437213696,1
193,193,381,0.034607816535414,341.1229635999195,9.496723662503562,1
197,197,389,0.143058868066112,165.8554962920462,4.44358689796545,1
200,200,396,0.0592547173778919,12.03779542158268,-24.835142959138,1
208,208,411,0.0285920102128602,342.8704598537796,0.3179730824040698,1
211,211,424,0.0619118053964262,34.78177390199541,16.03920143941374,1
213,213,430,0.0607041210005839,171.95459325333982,-18.686276861938,1
218,218,438,0.0808167516667892,320.7660285774996,-15.405422786261749,1
221,221,441,0.0830231813788513,299.0403267234743,49.91011365276152,1
225,225,448,0.0840909434049617,338.8764883029623,-20.481920266855877,1
226,226,449,0.0320783350430038,358.3729665284542,-23.89303557875068,1
227,227,452,0.0684041467105975,206.34675036087344,24.565578316101917,1
236,236,462,0.1403956226182137,317.43625514543965,36.302712648586,1
238,238,465,0.0551951372779225,31.850935419630098,-5.305031453345508,1
246,246,486,0.038813090973315,24.09487846583876,-24.38418655464144,1
250,250,496,0.0418415823576331,326.0150467024791,63.004257225000096,1
257,257,517,0.0568249464557208,219.2035449301558,2.047848977140008,1
264,264,530,0.0752851399208887,258.1623269810149,32.230191633323585,1
268,268,536,0.0876375731632374,189.8264480709504,19.41551627651561,1
271,271,540,0.1034693055969239,136.28503637486665,69.6600686502796,1
281,281,555,0.07776505265432,355.69264716241946,-6.068593127741801,1
289,289,571,0.1175522282145235,242.7208169275945,12.501924455866014,1
293,293,577,0.0938926121683055,246.667744451518,6.7174704602253845,1
304,304,598,0.0696386687907669,48.29916900903739,31.14942035514389,1
308,308,606,0.0765427315258825,267.8263489640992,21.793210281256865,1
