,time,band,flux,fluxerr,zp,zpsys,field,ccd,comment
0,58581.5065394002,ztfi,-28.057775845673625,15.33268836030027,25.1914707824643,ab,584,54,
1,58583.39793979982,ztfg,-23.720567291056916,29.560483917749945,26.154203859258,ab,584,54,
2,58586.37788189994,ztfr,-36.47761912376569,28.050780956814965,26.1472874030303,ab,584,54,
3,58586.417685199995,ztfg,-5.143806534686007,14.862582621305451,26.2476607155465,ab,584,54,
4,58586.50575229991,ztfi,-10.85934204404452,20.347859350983438,25.4787218284095,ab,584,54,
5,58589.28799769981,ztfr,551.7673306877226,210.7524717912556,24.6368567031153,ab,1629,17,
6,58589.3372105998,ztfr,-65.98825233163578,66.33496490464955,25.1417812701043,ab,584,54,
7,58591.31800930016,ztfi,103.88284038485439,45.182249297515845,25.3548446296019,ab,584,54,
8,58592.45495369984,ztfg,-5.5671425849604885,59.70132774301383,26.2373849854412,ab,584,54,
9,58593.343981499784,ztfr,55.87276571189693,59.21272885851563,26.1884627015828,ab,1629,17,
10,58596.37939810008,ztfi,-46.00310587553991,24.997305649354992,25.4821580120524,ab,584,54,
11,58596.481319400016,ztfg,-26.79173940243538,30.263794699276907,26.2297334662602,ab,584,54,
12,58597.434456000105,ztfr,7.427437143505182,19.91082406023718,26.185102514781,ab,1629,17,
13,58598.39145829994,ztfr,-1.0153989442471396,16.641354284587027,26.1701663782195,ab,584,54,
14,58598.393194399774,ztfg,-9.224654200621883,15.248061712809122,26.2453551945404,ab,584,54,
15,58598.47105319984,ztfr,-47.876352076716564,19.481089620275576,26.1412771236363,ab,584,54,
16,58599.23366900021,ztfg,0.7489656147687143,25.396558592592353,27.0191766342645,ab,584,54,
17,58599.38584489981,ztfr,-25.29943799879846,36.12076284914741,27.2614569916984,ab,584,54,
18,58600.391921299975,ztfg,-0.020369703225407765,10.597161786621683,26.249176393567,ab,584,54,
19,58602.304583299905,ztfr,5.456337710522331,21.47155653145983,26.1548147234692,ab,1629,17,
20,58605.39890050003,ztfr,43.94296439182442,13.346971826222397,26.1419862679896,ab,584,54,
21,58605.46424769983,ztfi,13.257141107191678,14.314307655447625,25.4173851897324,ab,584,54,
22,58606.28469910007,ztfr,50.99368567063835,16.21738624067428,26.1169279713708,ab,1629,17,
23,58608.3165972,ztfg,51.48738568005576,17.701505180103386,26.1705589770085,ab,584,54,
24,58608.339236100204,ztfr,71.7469619285264,20.885638477538457,25.9749732508327,ab,584,54,
25,58612.42253470002,ztfr,138.73835374574125,12.606777291899158,26.120065454196,ab,584,54,
26,58612.490544000175,ztfi,52.34849163059322,17.44126274703533,25.4326177487885,ab,584,54,
27,58616.276435200125,ztfg,85.26070414839253,23.428626759512603,26.1312310043974,ab,584,54,
28,58616.31859950023,ztfi,61.46322453760274,17.0856957503183,25.427027686288,ab,584,54,
29,58616.37847220013,ztfr,133.89039184586022,14.585606310055683,26.1131844901241,ab,584,54,
30,58617.31254629977,ztfr,153.15985944281087,20.811141133005624,26.1408677536417,ab,1629,17,
31,58618.2269791998,ztfr,138.375173495495,28.556485504216965,26.1295590899331,ab,1629,17,
32,58619.35614580009,ztfr,-291.52357473938423,215.02369353744615,24.6285646786621,ab,584,54,
33,58628.16107639996,ztfi,45.18404017770266,21.630554299961375,25.3544046866453,ab,584,54,
34,58632.30968749989,ztfr,143.10627540604474,19.537887197669097,26.1472905950819,ab,1629,17,
35,58632.31015049992,ztfr,100.25838038967434,18.477693394557036,26.15322518226,ab,1629,17,
36,58632.33328700019,ztfr,103.07674815975702,14.654460242856016,26.12394253767,ab,584,54,
37,58632.339849499986,ztfg,75.21843194896393,12.502532544323856,26.2061034184054,ab,584,54,
38,58633.27380790003,ztfi,61.17394788131355,17.449612028004445,25.4387510884504,ab,584,54,
39,58633.2862383998,ztfi,58.103255889117726,14.863069848497256,25.4493314695965,ab,584,54,
40,58633.3527199002,ztfr,110.10181410905622,11.65031679532819,26.1471336473948,ab,1629,17,
41,58633.35317130014,ztfr,139.95454310939456,11.26819416577866,26.145401074764,ab,1629,17,
42,58634.35312499991,ztfr,92.23521226903284,9.863677681639668,26.14012339519,ab,1629,17,
43,58634.35358799994,ztfr,103.85102192574406,9.961595453171295,26.1337000178637,ab,1629,17,
44,58635.21555559989,ztfg,47.85620740724637,9.47736277734276,26.1524536897922,ab,584,54,
45,58635.28846060019,ztfr,94.86526785347685,10.294474958815716,26.1313734562218,ab,584,54,
46,58637.28533559991,ztfi,58.34414859308762,11.528370298600663,25.4344149319796,ab,584,54,
47,58637.33303239988,ztfr,92.48297309196428,10.63991743225799,26.1408676535366,ab,1629,17,
48,58637.333483799826,ztfr,94.65030576425252,10.245057190943719,26.1433554032207,ab,1629,17,
49,58638.269536999986,ztfr,89.89454282329581,13.77086026834515,26.1146948528902,ab,584,54,
50,58638.35075230012,ztfg,28.860857507159263,16.292076666517236,26.1636164566038,ab,584,54,
51,58641.23126159981,ztfg,27.612627556473058,12.236415778118959,25.6351085905917,ab,584,54,
52,58641.26796300011,ztfi,26.418725872947242,13.824397428704447,24.8480341277902,ab,584,54,
53,58641.29328700015,ztfr,76.2613597230397,10.157472424593951,26.1445386508249,ab,584,54,
54,58644.21127310023,ztfg,55.91536172836943,16.706707357118216,26.1967333872942,ab,584,54,
55,58644.273541700095,ztfr,98.12456971303709,18.141279639167603,26.1453614724498,ab,584,54,
56,58645.222870400175,ztfg,-5.228661977316559,28.047846424204227,26.1846244807805,ab,584,54,
57,58645.25585650001,ztfi,-0.8805432986002231,22.467718648634392,25.4391700772913,ab,584,54,
